% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.75054299(0.00000306)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
 9.610  0.7505452  0.0000548
 9.630  0.7504827  0.0000547
 9.650  0.7505167  0.0000551
 9.670  0.7504848  0.0000558
 9.690  0.7504512  0.0000548
 9.710  0.7505156  0.0000555
 9.730  0.7504580  0.0000543
 9.750  0.7504722  0.0000549
 9.770  0.7504444  0.0000544
 9.790  0.7504732  0.0000549
 9.810  0.7504380  0.0000545
 9.830  0.7505058  0.0000551
 9.850  0.7505252  0.0000537
 9.870  0.7505095  0.0000556
 9.890  0.7505209  0.0000539
 9.910  0.7504943  0.0000550
 9.930  0.7505206  0.0000558
 9.950  0.7505050  0.0000557
 9.970  0.7505247  0.0000550
 9.990  0.7505177  0.0000548
10.010  0.7505099  0.0000549
10.030  0.7505472  0.0000545
10.050  0.7505372  0.0000555
10.070  0.7505263  0.0000557
10.090  0.7505531  0.0000546
10.110  0.7505918  0.0000555
10.130  0.7505612  0.0000549
10.150  0.7505452  0.0000552
10.170  0.7505983  0.0000561
10.190  0.7505879  0.0000559
10.210  0.7505994  0.0000546
10.230  0.7505947  0.0000544
10.250  0.7505365  0.0000547
10.270  0.7505949  0.0000553
10.290  0.7505557  0.0000552
10.310  0.7505659  0.0000547
10.330  0.7506071  0.0000549
10.350  0.7505568  0.0000547
10.370  0.7505897  0.0000537
10.390  0.7505530  0.0000535
10.410  0.7505894  0.0000547
10.430  0.7505226  0.0000544
10.450  0.7505574  0.0000544
10.470  0.7505758  0.0000555
10.490  0.7505399  0.0000536
10.510  0.7505758  0.0000545
10.530  0.7505705  0.0000539
10.550  0.7505100  0.0000546
10.570  0.7505368  0.0000547
10.590  0.7505529  0.0000543
10.610  0.7505675  0.0000548
10.630  0.7505386  0.0000550
10.650  0.7505273  0.0000538
10.670  0.7505145  0.0000541
10.690  0.7505650  0.0000546
10.710  0.7505388  0.0000547
10.730  0.7505494  0.0000549
10.750  0.7505093  0.0000555
10.770  0.7505386  0.0000552
10.790  0.7505489  0.0000548
10.810  0.7505319  0.0000546
10.830  0.7505357  0.0000553
10.850  0.7505510  0.0000550
10.870  0.7505384  0.0000548
10.890  0.7505534  0.0000547
10.910  0.7505529  0.0000549
10.930  0.7505458  0.0000555
10.950  0.7505893  0.0000558
10.970  0.7505133  0.0000541
10.990  0.7505489  0.0000554
11.010  0.7505353  0.0000540
11.030  0.7504981  0.0000563
11.050  0.7505172  0.0000547
11.070  0.7505487  0.0000553
11.090  0.7505710  0.0000547
11.110  0.7505517  0.0000558
11.130  0.7505397  0.0000546
11.150  0.7505549  0.0000537
11.170  0.7505283  0.0000551
11.190  0.7505562  0.0000553
11.210  0.7505746  0.0000557
11.230  0.7505727  0.0000541
11.250  0.7505442  0.0000553
11.270  0.7505948  0.0000556
11.290  0.7505826  0.0000557
11.310  0.7505610  0.0000554
11.330  0.7505688  0.0000550
11.350  0.7505611  0.0000545
11.370  0.7505210  0.0000552
11.390  0.7505012  0.0000547
11.410  0.7505363  0.0000552
11.430  0.7504866  0.0000545
11.450  0.7505141  0.0000543
11.470  0.7505291  0.0000543
11.490  0.7505216  0.0000545
11.510  0.7505321  0.0000551
11.530  0.7505662  0.0000550
11.550  0.7504784  0.0000541
11.570  0.7505072  0.0000540
11.590  0.7505767  0.0000551
11.610  0.7505521  0.0000559
11.630  0.7505429  0.0000557
11.650  0.7505422  0.0000547
11.670  0.7505358  0.0000547
11.690  0.7505381  0.0000548
11.710  0.7505955  0.0000553
11.730  0.7505585  0.0000550
11.750  0.7505356  0.0000558
11.770  0.7505427  0.0000546
11.790  0.7505354  0.0000549
11.810  0.7505627  0.0000538
11.830  0.7505767  0.0000554
11.850  0.7505192  0.0000549
11.870  0.7505241  0.0000558
11.890  0.7505407  0.0000548
11.910  0.7505746  0.0000551
11.930  0.7505418  0.0000545
11.950  0.7505951  0.0000554
11.970  0.7506115  0.0000546
11.990  0.7505745  0.0000549
12.010  0.7505740  0.0000552
12.030  0.7505765  0.0000551
12.050  0.7505858  0.0000551
12.070  0.7505751  0.0000544
12.090  0.7505320  0.0000548
12.110  0.7505672  0.0000548
12.130  0.7505496  0.0000553
12.150  0.7505869  0.0000552
12.170  0.7505716  0.0000549
12.190  0.7505468  0.0000544
12.210  0.7505270  0.0000549
12.230  0.7505907  0.0000550
12.250  0.7505017  0.0000551
12.270  0.7504819  0.0000546
12.290  0.7505110  0.0000550
12.310  0.7505470  0.0000541
12.330  0.7504902  0.0000547
12.350  0.7505210  0.0000545
12.370  0.7505468  0.0000538
12.390  0.7505456  0.0000553
12.410  0.7504810  0.0000555
12.430  0.7505468  0.0000539
12.450  0.7505766  0.0000543
12.470  0.7505485  0.0000546
12.490  0.7505774  0.0000547
12.510  0.7505444  0.0000547
12.530  0.7505469  0.0000544
12.550  0.7505667  0.0000549
12.570  0.7504980  0.0000545
12.590  0.7505706  0.0000551
12.610  0.7505173  0.0000545
12.630  0.7505249  0.0000544
12.650  0.7505636  0.0000548
12.670  0.7505644  0.0000541
12.690  0.7505971  0.0000535
12.710  0.7505502  0.0000547
12.730  0.7505305  0.0000545
12.750  0.7505350  0.0000551
12.770  0.7505688  0.0000551
12.790  0.7505644  0.0000549
12.810  0.7505245  0.0000539
12.830  0.7505606  0.0000533
12.850  0.7505268  0.0000546
12.870  0.7505614  0.0000553
12.890  0.7505356  0.0000541
12.910  0.7505359  0.0000546
12.930  0.7505408  0.0000543
12.950  0.7505452  0.0000550
12.970  0.7505535  0.0000552
12.990  0.7505924  0.0000543
13.010  0.7505765  0.0000543
13.030  0.7506066  0.0000548
13.050  0.7505338  0.0000548
13.070  0.7506054  0.0000547
13.090  0.7505730  0.0000540
13.110  0.7505280  0.0000553
13.130  0.7505128  0.0000551
13.150  0.7505292  0.0000542
13.170  0.7505500  0.0000556
13.190  0.7505211  0.0000547
13.210  0.7505408  0.0000544
13.230  0.7505890  0.0000543
13.250  0.7504890  0.0000544
13.270  0.7505301  0.0000549
13.290  0.7505286  0.0000548
13.310  0.7505262  0.0000556
13.330  0.7505212  0.0000558
13.350  0.7505468  0.0000546
13.370  0.7505509  0.0000546
13.390  0.7505661  0.0000549
13.410  0.7505422  0.0000551
13.430  0.7505434  0.0000544
13.450  0.7505668  0.0000538
13.470  0.7505449  0.0000549
13.490  0.7505507  0.0000551
13.510  0.7505366  0.0000541
13.530  0.7505465  0.0000542
13.550  0.7505287  0.0000541
13.570  0.7505452  0.0000552
13.590  0.7505489  0.0000549
13.610  0.7505522  0.0000559
13.630  0.7505933  0.0000556
13.650  0.7505590  0.0000540
13.670  0.7505597  0.0000542
13.690  0.7505446  0.0000549
13.710  0.7505789  0.0000557
13.730  0.7505551  0.0000550
13.750  0.7505534  0.0000551
13.770  0.7505438  0.0000548
13.790  0.7505872  0.0000547
13.810  0.7505528  0.0000542
13.830  0.7505624  0.0000550
13.850  0.7505506  0.0000548
13.870  0.7505842  0.0000556
13.890  0.7505277  0.0000548
13.910  0.7505409  0.0000542
13.930  0.7505903  0.0000541
13.950  0.7505163  0.0000545
13.970  0.7505546  0.0000553
13.990  0.7505306  0.0000546
14.010  0.7505389  0.0000553
14.030  0.7505630  0.0000554
14.050  0.7505770  0.0000532
14.070  0.7505748  0.0000545
14.090  0.7505697  0.0000550
14.110  0.7505498  0.0000546
14.130  0.7506054  0.0000555
14.150  0.7505369  0.0000544
14.170  0.7505378  0.0000539
14.190  0.7505861  0.0000548
14.210  0.7505467  0.0000552
14.230  0.7505186  0.0000548
14.250  0.7505590  0.0000547
14.270  0.7505221  0.0000550
14.290  0.7505479  0.0000542
14.310  0.7505520  0.0000557
14.330  0.7505133  0.0000548
14.350  0.7505168  0.0000552
14.370  0.7505545  0.0000550
14.390  0.7505180  0.0000546
14.410  0.7505756  0.0000543
14.430  0.7505814  0.0000552
14.450  0.7505579  0.0000547
14.470  0.7505418  0.0000544
14.490  0.7505231  0.0000553
14.510  0.7505961  0.0000549
14.530  0.7505174  0.0000549
14.550  0.7505660  0.0000539
14.570  0.7505076  0.0000548
14.590  0.7505652  0.0000541
14.610  0.7505440  0.0000557
14.630  0.7505658  0.0000553
14.650  0.7505563  0.0000545
14.670  0.7505589  0.0000545
14.690  0.7505101  0.0000545
14.710  0.7505040  0.0000540
14.730  0.7505335  0.0000547
14.750  0.7504868  0.0000533
14.770  0.7505504  0.0000554
14.790  0.7505306  0.0000542
14.810  0.7505146  0.0000550
14.830  0.7505091  0.0000545
14.850  0.7505352  0.0000550
14.870  0.7505117  0.0000545
14.890  0.7505316  0.0000546
14.910  0.7505407  0.0000542
14.930  0.7505887  0.0000555
14.950  0.7505318  0.0000548
14.970  0.7505632  0.0000555
14.990  0.7505648  0.0000555
15.010  0.7505783  0.0000541
15.030  0.7505637  0.0000555
15.050  0.7505792  0.0000551
15.070  0.7505657  0.0000545
15.090  0.7505561  0.0000542
15.110  0.7505679  0.0000545
15.130  0.7505529  0.0000539
15.150  0.7505536  0.0000551
15.170  0.7505836  0.0000543
15.190  0.7505546  0.0000528
15.210  0.7505314  0.0000545
15.230  0.7505787  0.0000547
15.250  0.7505707  0.0000556
15.270  0.7505768  0.0000543
15.290  0.7505206  0.0000546
15.310  0.7505511  0.0000549
15.330  0.7505382  0.0000543
15.350  0.7505479  0.0000541
15.370  0.7505582  0.0000558
15.390  0.7505536  0.0000551
15.410  0.7505448  0.0000553
15.430  0.7505353  0.0000544
15.450  0.7505481  0.0000541
15.470  0.7505254  0.0000547
15.490  0.7505536  0.0000541
15.510  0.7505544  0.0000548
15.530  0.7505781  0.0000549
15.550  0.7505245  0.0000547
15.570  0.7505585  0.0000544
15.590  0.7505791  0.0000540
15.610  0.7505377  0.0000546
15.630  0.7505907  0.0000554
15.650  0.7505554  0.0000542
15.670  0.7505239  0.0000539
15.690  0.7505413  0.0000549
15.710  0.7505265  0.0000540
15.730  0.7505340  0.0000550
15.750  0.7505504  0.0000549
15.770  0.7505173  0.0000547
15.790  0.7505315  0.0000546
15.810  0.7505106  0.0000547
15.830  0.7505209  0.0000554
15.850  0.7505345  0.0000538
15.870  0.7505309  0.0000547
15.890  0.7505738  0.0000547
15.910  0.7505772  0.0000547
15.930  0.7505656  0.0000554
15.950  0.7505306  0.0000560
15.970  0.7505291  0.0000546
15.990  0.7505713  0.0000548
16.010  0.7505520  0.0000540
16.030  0.7505768  0.0000542
16.050  0.7505465  0.0000549
16.070  0.7505704  0.0000553
16.090  0.7505191  0.0000549
16.110  0.7505637  0.0000554
16.130  0.7505268  0.0000545
16.150  0.7505287  0.0000541
16.170  0.7505021  0.0000540
16.190  0.7505704  0.0000550
16.210  0.7505551  0.0000557
16.230  0.7505466  0.0000546
16.250  0.7505018  0.0000553
16.270  0.7505485  0.0000540
16.290  0.7505139  0.0000543
16.310  0.7505480  0.0000540
16.330  0.7505560  0.0000551
16.350  0.7505459  0.0000541
16.370  0.7505378  0.0000545
16.390  0.7505508  0.0000548
16.410  0.7505363  0.0000547
16.430  0.7505529  0.0000551
16.450  0.7505045  0.0000548
16.470  0.7505712  0.0000544
16.490  0.7505548  0.0000549
16.510  0.7505618  0.0000543
16.530  0.7505616  0.0000547
16.550  0.7505459  0.0000539
16.570  0.7505528  0.0000549
16.590  0.7505544  0.0000555
16.610  0.7505821  0.0000536
16.630  0.7505507  0.0000552
16.650  0.7505802  0.0000541
16.670  0.7505815  0.0000556
16.690  0.7505825  0.0000550
16.710  0.7505599  0.0000548
16.730  0.7505996  0.0000550
16.750  0.7505451  0.0000553
16.770  0.7505358  0.0000543
16.790  0.7505506  0.0000554
16.810  0.7504987  0.0000551
16.830  0.7504913  0.0000551
16.850  0.7505234  0.0000554
16.870  0.7505476  0.0000555
16.890  0.7505475  0.0000545
16.910  0.7505904  0.0000547
16.930  0.7505499  0.0000552
16.950  0.7505232  0.0000548
16.970  0.7505880  0.0000547
16.990  0.7505501  0.0000549
17.010  0.7505521  0.0000544
17.030  0.7505607  0.0000548
17.050  0.7505352  0.0000542
17.070  0.7505385  0.0000546
