% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.93816387(0.00000537)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
 3.750  0.6855953  0.0001327
 3.770  0.6952160  0.0001326
 3.790  0.7083749  0.0001328
 3.810  0.7249553  0.0001358
 3.830  0.7448741  0.0001369
 3.850  0.7680613  0.0001391
 3.870  0.7945183  0.0001407
 3.890  0.8238342  0.0001431
 3.910  0.8556709  0.0001432
 3.930  0.8895391  0.0001492
 3.950  0.9248929  0.0001508
 3.970  0.9611732  0.0001526
 3.990  0.9974036  0.0001570
 4.010  1.0326371  0.0001602
 4.030  1.0659641  0.0001672
 4.050  1.0963816  0.0001678
 4.070  1.1230267  0.0001688
 4.090  1.1450920  0.0001730
 4.110  1.1618554  0.0001729
 4.130  1.1729031  0.0001706
 4.150  1.1780143  0.0001743
 4.170  1.1770418  0.0001711
 4.190  1.1703879  0.0001684
 4.210  1.1584477  0.0001651
 4.230  1.1420299  0.0001661
 4.250  1.1214750  0.0001604
 4.270  1.0979438  0.0001597
 4.290  1.0721953  0.0001538
 4.310  1.0446979  0.0001521
 4.330  1.0167778  0.0001483
 4.350  0.9885157  0.0001485
 4.370  0.9609123  0.0001481
 4.390  0.9343220  0.0001437
 4.410  0.9090375  0.0001436
 4.430  0.8855595  0.0001406
 4.450  0.8643246  0.0001436
 4.470  0.8451660  0.0001392
 4.490  0.8282791  0.0001397
 4.510  0.8139477  0.0001379
 4.530  0.8022912  0.0001375
 4.550  0.7930978  0.0001372
 4.570  0.7864132  0.0001363
 4.590  0.7824027  0.0001348
 4.610  0.7808761  0.0001353
 4.630  0.7818843  0.0001358
 4.650  0.7852747  0.0001366
 4.670  0.7912164  0.0001367
 4.690  0.7993769  0.0001361
 4.710  0.8096862  0.0001398
 4.730  0.8222660  0.0001380
 4.750  0.8367606  0.0001391
 4.770  0.8528904  0.0001376
 4.790  0.8705448  0.0001413
 4.810  0.8895748  0.0001439
 4.830  0.9093039  0.0001440
 4.850  0.9295957  0.0001475
 4.870  0.9500948  0.0001502
 4.890  0.9701440  0.0001516
 4.910  0.9896168  0.0001518
 4.930  1.0076170  0.0001535
 4.950  1.0243169  0.0001555
 4.970  1.0389022  0.0001542
 4.990  1.0509985  0.0001578
 5.010  1.0604323  0.0001575
 5.030  1.0669775  0.0001582
 5.050  1.0705305  0.0001560
 5.070  1.0710522  0.0001569
 5.090  1.0686265  0.0001591
 5.110  1.0635534  0.0001546
 5.130  1.0559727  0.0001556
 5.150  1.0462229  0.0001555
 5.170  1.0342854  0.0001530
 5.190  1.0211303  0.0001500
 5.210  1.0066171  0.0001493
 5.230  0.9914545  0.0001471
 5.250  0.9756432  0.0001473
 5.270  0.9599231  0.0001424
 5.290  0.9444609  0.0001418
 5.310  0.9295184  0.0001438
 5.330  0.9153188  0.0001430
 5.350  0.9020416  0.0001392
 5.370  0.8899532  0.0001408
 5.390  0.8790900  0.0001392
 5.410  0.8696466  0.0001394
 5.430  0.8617847  0.0001384
 5.450  0.8553230  0.0001411
 5.470  0.8505796  0.0001397
 5.490  0.8473960  0.0001395
 5.510  0.8459655  0.0001394
 5.530  0.8460009  0.0001372
 5.550  0.8476691  0.0001387
 5.570  0.8508290  0.0001374
 5.590  0.8554918  0.0001370
 5.610  0.8614514  0.0001402
 5.630  0.8687790  0.0001402
 5.650  0.8772781  0.0001421
 5.670  0.8867274  0.0001401
 5.690  0.8970023  0.0001411
 5.710  0.9078753  0.0001437
 5.730  0.9192306  0.0001450
 5.750  0.9309648  0.0001461
 5.770  0.9424708  0.0001465
 5.790  0.9538464  0.0001464
 5.810  0.9648006  0.0001478
 5.830  0.9749843  0.0001452
 5.850  0.9843520  0.0001470
 5.870  0.9926091  0.0001513
 5.890  0.9995651  0.0001518
 5.910  1.0051867  0.0001470
 5.930  1.0091912  0.0001512
 5.950  1.0116802  0.0001510
 5.970  1.0126023  0.0001471
 5.990  1.0119062  0.0001512
 6.010  1.0099244  0.0001502
 6.030  1.0063337  0.0001481
 6.050  1.0013961  0.0001475
 6.070  0.9954227  0.0001458
 6.090  0.9885120  0.0001489
 6.110  0.9808929  0.0001481
 6.130  0.9725438  0.0001468
 6.150  0.9640129  0.0001465
 6.170  0.9551778  0.0001442
 6.190  0.9462290  0.0001445
 6.210  0.9376198  0.0001409
 6.230  0.9291226  0.0001423
 6.250  0.9212217  0.0001437
 6.270  0.9135931  0.0001419
 6.290  0.9070455  0.0001433
 6.310  0.9010703  0.0001414
 6.330  0.8959212  0.0001394
 6.350  0.8917245  0.0001422
 6.370  0.8884972  0.0001392
 6.390  0.8862845  0.0001400
 6.410  0.8848711  0.0001387
 6.430  0.8846442  0.0001377
 6.450  0.8852595  0.0001388
 6.470  0.8869103  0.0001385
 6.490  0.8894728  0.0001422
 6.510  0.8927171  0.0001383
 6.530  0.8967663  0.0001401
 6.550  0.9015654  0.0001407
 6.570  0.9068705  0.0001405
 6.590  0.9126757  0.0001442
 6.610  0.9189262  0.0001442
 6.630  0.9253431  0.0001447
 6.650  0.9320157  0.0001449
 6.670  0.9387029  0.0001436
 6.690  0.9451368  0.0001445
 6.710  0.9513539  0.0001442
 6.730  0.9571807  0.0001437
 6.750  0.9626168  0.0001467
 6.770  0.9674478  0.0001466
 6.790  0.9715980  0.0001470
 6.810  0.9749505  0.0001475
 6.830  0.9775109  0.0001481
 6.850  0.9792343  0.0001443
 6.870  0.9799352  0.0001471
 6.890  0.9800936  0.0001471
 6.910  0.9791115  0.0001454
 6.930  0.9774296  0.0001450
 6.950  0.9751483  0.0001478
 6.970  0.9721624  0.0001466
 6.990  0.9684941  0.0001457
 7.010  0.9644307  0.0001439
 7.030  0.9598501  0.0001449
 7.050  0.9551830  0.0001437
 7.070  0.9502094  0.0001465
 7.090  0.9451353  0.0001461
 7.110  0.9401124  0.0001459
 7.130  0.9352376  0.0001456
 7.150  0.9305276  0.0001449
 7.170  0.9261056  0.0001429
 7.190  0.9220156  0.0001438
 7.210  0.9183725  0.0001416
 7.230  0.9153101  0.0001415
 7.250  0.9124785  0.0001402
 7.270  0.9104896  0.0001384
 7.290  0.9088731  0.0001380
 7.310  0.9078602  0.0001366
 7.330  0.9073761  0.0001405
 7.350  0.9075007  0.0001360
 7.370  0.9081739  0.0001396
 7.390  0.9095247  0.0001387
 7.410  0.9112485  0.0001427
 7.430  0.9134940  0.0001424
 7.450  0.9161378  0.0001434
 7.470  0.9191326  0.0001419
 7.490  0.9223079  0.0001453
 7.510  0.9260184  0.0001433
 7.530  0.9295884  0.0001442
 7.550  0.9333854  0.0001472
 7.570  0.9372559  0.0001438
 7.590  0.9408332  0.0001435
 7.610  0.9444547  0.0001463
 7.630  0.9478103  0.0001437
 7.650  0.9509961  0.0001450
 7.670  0.9537921  0.0001444
 7.690  0.9562311  0.0001455
 7.710  0.9582563  0.0001428
 7.730  0.9598558  0.0001434
 7.750  0.9609514  0.0001444
 7.770  0.9617072  0.0001445
 7.790  0.9618990  0.0001448
 7.810  0.9616176  0.0001424
 7.830  0.9608992  0.0001453
 7.850  0.9595846  0.0001425
 7.870  0.9582209  0.0001438
 7.890  0.9562556  0.0001448
 7.910  0.9540773  0.0001441
 7.930  0.9516257  0.0001460
 7.950  0.9490511  0.0001461
 7.970  0.9462687  0.0001456
 7.990  0.9434091  0.0001455
 8.010  0.9405334  0.0001464
 8.030  0.9377644  0.0001430
 8.050  0.9350688  0.0001446
 8.070  0.9324207  0.0001439
 8.090  0.9300963  0.0001459
 8.110  0.9278000  0.0001420
 8.130  0.9259057  0.0001406
 8.150  0.9242132  0.0001401
 8.170  0.9227980  0.0001423
 8.190  0.9216772  0.0001395
 8.210  0.9209914  0.0001409
 8.230  0.9205738  0.0001404
 8.250  0.9204926  0.0001395
 8.270  0.9206947  0.0001406
 8.290  0.9213820  0.0001411
 8.310  0.9223737  0.0001426
 8.330  0.9235219  0.0001425
 8.350  0.9249154  0.0001416
 8.370  0.9265360  0.0001415
 8.390  0.9283878  0.0001435
 8.410  0.9303589  0.0001435
 8.430  0.9323950  0.0001429
 8.450  0.9346159  0.0001441
 8.470  0.9366751  0.0001455
 8.490  0.9389140  0.0001486
 8.510  0.9409820  0.0001443
 8.530  0.9429967  0.0001452
 8.550  0.9448519  0.0001408
 8.570  0.9464511  0.0001431
 8.590  0.9479778  0.0001439
 8.610  0.9492831  0.0001424
 8.630  0.9502632  0.0001423
 8.650  0.9509741  0.0001446
 8.670  0.9514413  0.0001431
 8.690  0.9517309  0.0001444
 8.710  0.9516366  0.0001409
 8.730  0.9512854  0.0001430
 8.750  0.9507330  0.0001465
 8.770  0.9499539  0.0001447
 8.790  0.9489531  0.0001441
 8.810  0.9476958  0.0001454
 8.830  0.9464829  0.0001429
 8.850  0.9450266  0.0001425
 8.870  0.9434674  0.0001436
 8.890  0.9418625  0.0001433
 8.910  0.9401927  0.0001439
 8.930  0.9385471  0.0001427
 8.950  0.9369652  0.0001415
 8.970  0.9353271  0.0001422
 8.990  0.9339436  0.0001436
 9.010  0.9326911  0.0001403
 9.030  0.9315392  0.0001429
 9.050  0.9304797  0.0001408
 9.070  0.9296843  0.0001411
 9.090  0.9289760  0.0001409
 9.110  0.9284982  0.0001400
 9.130  0.9282146  0.0001422
 9.150  0.9280301  0.0001398
 9.170  0.9281944  0.0001431
 9.190  0.9284242  0.0001428
 9.210  0.9289554  0.0001414
 9.230  0.9294929  0.0001437
 9.250  0.9303200  0.0001406
 9.270  0.9313008  0.0001433
 9.290  0.9322203  0.0001432
 9.310  0.9334733  0.0001430
 9.330  0.9344579  0.0001411
 9.350  0.9357302  0.0001427
 9.370  0.9369431  0.0001430
 9.390  0.9381514  0.0001431
 9.410  0.9393504  0.0001442
 9.430  0.9405429  0.0001431
 9.450  0.9415604  0.0001426
 9.470  0.9424957  0.0001410
 9.490  0.9434660  0.0001410
 9.510  0.9441970  0.0001448
 9.530  0.9447405  0.0001418
 9.550  0.9452841  0.0001435
 9.570  0.9456102  0.0001475
 9.590  0.9458057  0.0001426
 9.610  0.9457532  0.0001434
 9.630  0.9456039  0.0001428
 9.650  0.9454702  0.0001435
 9.670  0.9450477  0.0001406
 9.690  0.9445847  0.0001452
 9.710  0.9439376  0.0001428
 9.730  0.9431628  0.0001407
 9.750  0.9424384  0.0001423
 9.770  0.9415379  0.0001394
 9.790  0.9406416  0.0001412
 9.810  0.9396438  0.0001423
 9.830  0.9388220  0.0001428
 9.850  0.9379090  0.0001419
 9.870  0.9370036  0.0001431
 9.890  0.9361335  0.0001428
 9.910  0.9352159  0.0001434
 9.930  0.9346230  0.0001398
 9.950  0.9340243  0.0001408
 9.970  0.9334164  0.0001416
 9.990  0.9330810  0.0001408
10.010  0.9326950  0.0001400
10.030  0.9326583  0.0001405
10.050  0.9324746  0.0001420
10.070  0.9324585  0.0001417
10.090  0.9325397  0.0001428
10.110  0.9327568  0.0001404
10.130  0.9331000  0.0001417
10.150  0.9334648  0.0001449
10.170  0.9339485  0.0001412
10.190  0.9345330  0.0001421
10.210  0.9351454  0.0001429
10.230  0.9356895  0.0001428
10.250  0.9364005  0.0001445
10.270  0.9371330  0.0001406
10.290  0.9378140  0.0001414
10.310  0.9385215  0.0001428
10.330  0.9392680  0.0001432
10.350  0.9398495  0.0001420
10.370  0.9402762  0.0001451
10.390  0.9410301  0.0001425
10.410  0.9415194  0.0001423
10.430  0.9419462  0.0001442
10.450  0.9421729  0.0001448
10.470  0.9423491  0.0001431
10.490  0.9425292  0.0001422
10.510  0.9425472  0.0001433
10.530  0.9425736  0.0001453
10.550  0.9424058  0.0001432
10.570  0.9422628  0.0001439
10.590  0.9418662  0.0001397
10.610  0.9416438  0.0001436
10.630  0.9411468  0.0001418
10.650  0.9407279  0.0001418
10.670  0.9402765  0.0001446
10.690  0.9397174  0.0001418
10.710  0.9392198  0.0001411
10.730  0.9387113  0.0001421
10.750  0.9382699  0.0001418
10.770  0.9376701  0.0001400
10.790  0.9372434  0.0001409
10.810  0.9367641  0.0001418
10.830  0.9362745  0.0001433
10.850  0.9358590  0.0001418
10.870  0.9356342  0.0001422
10.890  0.9353388  0.0001406
10.910  0.9350572  0.0001406
10.930  0.9350937  0.0001405
10.950  0.9348953  0.0001406
10.970  0.9349076  0.0001404
10.990  0.9349209  0.0001409
11.010  0.9351357  0.0001420
11.030  0.9351550  0.0001405
11.050  0.9355086  0.0001408
11.070  0.9355889  0.0001409
11.090  0.9360170  0.0001428
11.110  0.9362570  0.0001417
11.130  0.9366941  0.0001409
11.150  0.9370709  0.0001418
11.170  0.9374513  0.0001421
11.190  0.9378643  0.0001413
11.210  0.9382801  0.0001433
11.230  0.9385611  0.0001424
11.250  0.9389383  0.0001433
11.270  0.9393196  0.0001410
11.290  0.9395947  0.0001425
11.310  0.9398678  0.0001418
11.330  0.9401188  0.0001425
11.350  0.9404080  0.0001409
11.370  0.9405139  0.0001410
11.390  0.9405747  0.0001415
11.410  0.9406173  0.0001423
11.430  0.9405918  0.0001389
11.450  0.9406175  0.0001408
11.470  0.9404335  0.0001412
11.490  0.9404158  0.0001405
11.510  0.9402019  0.0001414
11.530  0.9400143  0.0001425
11.550  0.9397931  0.0001426
11.570  0.9395705  0.0001451
11.590  0.9392754  0.0001439
11.610  0.9389561  0.0001422
11.630  0.9386472  0.0001434
11.650  0.9383866  0.0001446
11.670  0.9379835  0.0001410
11.690  0.9376931  0.0001426
11.710  0.9375280  0.0001439
11.730  0.9372435  0.0001398
11.750  0.9369726  0.0001388
11.770  0.9366912  0.0001434
11.790  0.9365026  0.0001418
11.810  0.9363815  0.0001425
11.830  0.9362880  0.0001433
11.850  0.9362066  0.0001425
11.870  0.9362925  0.0001439
11.890  0.9363997  0.0001420
11.910  0.9363665  0.0001421
11.930  0.9364619  0.0001418
11.950  0.9366013  0.0001424
11.970  0.9367267  0.0001443
11.990  0.9367922  0.0001441
12.010  0.9369730  0.0001426
12.030  0.9372895  0.0001440
12.050  0.9374210  0.0001442
12.070  0.9376799  0.0001454
12.090  0.9378620  0.0001433
12.110  0.9381352  0.0001430
12.130  0.9383333  0.0001431
12.150  0.9384094  0.0001421
12.170  0.9387444  0.0001429
12.190  0.9388804  0.0001438
12.210  0.9390926  0.0001420
12.230  0.9392806  0.0001419
12.250  0.9393489  0.0001444
12.270  0.9395364  0.0001426
12.290  0.9395406  0.0001437
12.310  0.9395585  0.0001427
12.330  0.9396121  0.0001448
12.350  0.9396585  0.0001430
12.370  0.9394649  0.0001427
12.390  0.9395016  0.0001404
12.410  0.9393396  0.0001441
12.430  0.9392295  0.0001434
12.450  0.9391419  0.0001433
12.470  0.9389096  0.0001423
12.490  0.9388139  0.0001431
12.510  0.9387262  0.0001422
12.530  0.9384985  0.0001442
12.550  0.9384008  0.0001441
12.570  0.9382196  0.0001443
12.590  0.9379587  0.0001439
12.610  0.9378516  0.0001450
12.630  0.9376818  0.0001446
12.650  0.9375877  0.0001416
12.670  0.9373923  0.0001417
12.690  0.9374057  0.0001427
12.710  0.9373164  0.0001436
12.730  0.9371627  0.0001432
12.750  0.9371201  0.0001430
12.770  0.9371291  0.0001428
12.790  0.9370871  0.0001408
12.810  0.9371389  0.0001414
12.830  0.9371134  0.0001423
12.850  0.9371138  0.0001441
12.870  0.9372077  0.0001418
12.890  0.9373072  0.0001429
12.910  0.9374970  0.0001420
12.930  0.9375357  0.0001433
12.950  0.9376661  0.0001438
12.970  0.9377494  0.0001458
12.990  0.9378680  0.0001453
13.010  0.9380691  0.0001445
13.030  0.9381653  0.0001415
13.050  0.9381984  0.0001419
13.070  0.9384490  0.0001439
13.090  0.9384813  0.0001450
13.110  0.9387099  0.0001416
13.130  0.9387509  0.0001439
13.150  0.9387454  0.0001432
13.170  0.9388755  0.0001409
13.190  0.9390066  0.0001420
13.210  0.9388926  0.0001425
13.230  0.9390217  0.0001399
13.250  0.9389292  0.0001435
13.270  0.9389995  0.0001415
13.290  0.9389913  0.0001410
13.310  0.9389084  0.0001441
13.330  0.9388541  0.0001372
13.350  0.9388494  0.0001410
13.370  0.9386673  0.0001433
13.390  0.9385251  0.0001414
13.410  0.9384509  0.0001410
13.430  0.9384110  0.0001430
13.450  0.9382455  0.0001424
13.470  0.9382018  0.0001449
13.490  0.9380359  0.0001420
13.510  0.9380468  0.0001424
13.530  0.9379654  0.0001409
13.550  0.9377826  0.0001430
13.570  0.9378463  0.0001416
13.590  0.9377038  0.0001400
13.610  0.9377020  0.0001412
13.630  0.9377450  0.0001404
13.650  0.9376026  0.0001417
13.670  0.9376174  0.0001405
13.690  0.9375479  0.0001411
13.710  0.9375270  0.0001432
13.730  0.9376173  0.0001396
13.750  0.9376688  0.0001425
13.770  0.9376614  0.0001411
13.790  0.9376796  0.0001405
13.810  0.9376413  0.0001410
13.830  0.9377145  0.0001410
13.850  0.9377559  0.0001412
13.870  0.9379882  0.0001444
13.890  0.9379234  0.0001441
13.910  0.9380756  0.0001417
13.930  0.9381630  0.0001427
13.950  0.9381929  0.0001407
13.970  0.9383170  0.0001419
13.990  0.9384243  0.0001415
14.010  0.9384905  0.0001413
14.030  0.9384818  0.0001424
14.050  0.9386130  0.0001416
14.070  0.9386076  0.0001403
14.090  0.9385108  0.0001424
14.110  0.9385695  0.0001426
14.130  0.9386665  0.0001413
14.150  0.9385928  0.0001411
14.170  0.9386190  0.0001395
14.190  0.9384443  0.0001417
14.210  0.9384968  0.0001409
14.230  0.9385835  0.0001434
14.250  0.9384607  0.0001418
14.270  0.9385887  0.0001430
14.290  0.9383351  0.0001417
14.310  0.9383079  0.0001434
14.330  0.9382896  0.0001446
14.350  0.9382505  0.0001422
14.370  0.9383149  0.0001404
14.390  0.9381038  0.0001419
14.410  0.9380447  0.0001402
14.430  0.9379872  0.0001435
14.450  0.9380072  0.0001436
14.470  0.9379781  0.0001398
14.490  0.9379434  0.0001412
14.510  0.9378380  0.0001416
14.530  0.9379624  0.0001394
14.550  0.9378942  0.0001394
14.570  0.9378864  0.0001426
14.590  0.9378545  0.0001404
14.610  0.9380047  0.0001409
14.630  0.9379535  0.0001418
14.650  0.9379429  0.0001419
14.670  0.9378503  0.0001401
14.690  0.9379203  0.0001416
14.710  0.9379430  0.0001401
14.730  0.9378679  0.0001400
14.750  0.9380770  0.0001422
14.770  0.9380345  0.0001423
14.790  0.9380602  0.0001417
14.810  0.9380426  0.0001427
14.830  0.9380205  0.0001419
14.850  0.9380751  0.0001427
14.870  0.9381701  0.0001416
14.890  0.9382141  0.0001415
14.910  0.9382008  0.0001422
14.930  0.9383339  0.0001424
14.950  0.9383478  0.0001426
14.970  0.9383536  0.0001423
14.990  0.9383265  0.0001416
15.010  0.9384216  0.0001442
15.030  0.9383642  0.0001437
15.050  0.9384612  0.0001413
15.070  0.9383961  0.0001398
15.090  0.9383963  0.0001406
15.110  0.9384115  0.0001410
15.130  0.9383326  0.0001444
15.150  0.9383430  0.0001411
15.170  0.9382753  0.0001421
15.190  0.9382016  0.0001424
15.210  0.9382131  0.0001408
15.230  0.9382741  0.0001384
15.250  0.9382035  0.0001425
15.270  0.9382748  0.0001417
15.290  0.9381775  0.0001413
15.310  0.9382435  0.0001417
15.330  0.9382548  0.0001435
15.350  0.9381146  0.0001416
15.370  0.9381484  0.0001442
15.390  0.9379992  0.0001432
15.410  0.9380731  0.0001402
15.430  0.9380512  0.0001434
15.450  0.9380331  0.0001397
15.470  0.9379384  0.0001393
15.490  0.9378994  0.0001383
15.510  0.9379273  0.0001425
15.530  0.9381609  0.0001438
15.550  0.9380216  0.0001392
15.570  0.9380223  0.0001411
15.590  0.9380525  0.0001411
15.610  0.9380819  0.0001424
15.630  0.9379421  0.0001433
15.650  0.9380797  0.0001447
15.670  0.9380492  0.0001429
15.690  0.9379892  0.0001435
15.710  0.9380217  0.0001420
15.730  0.9381116  0.0001423
15.750  0.9382222  0.0001429
15.770  0.9381492  0.0001410
15.790  0.9381766  0.0001443
15.810  0.9382907  0.0001427
15.830  0.9382406  0.0001405
15.850  0.9382415  0.0001429
15.870  0.9383295  0.0001421
15.890  0.9382236  0.0001454
15.910  0.9382241  0.0001443
15.930  0.9382868  0.0001388
15.950  0.9382673  0.0001431
15.970  0.9383162  0.0001414
15.990  0.9382138  0.0001433
16.010  0.9383769  0.0001415
16.030  0.9382923  0.0001410
16.050  0.9383776  0.0001410
16.070  0.9382267  0.0001414
16.090  0.9382201  0.0001435
16.110  0.9382955  0.0001431
16.130  0.9381797  0.0001410
16.150  0.9382591  0.0001414
16.170  0.9381819  0.0001423
16.190  0.9381168  0.0001408
16.210  0.9381673  0.0001426
16.230  0.9381985  0.0001422
16.250  0.9381130  0.0001411
16.270  0.9380485  0.0001399
16.290  0.9381145  0.0001434
16.310  0.9380824  0.0001419
16.330  0.9380787  0.0001407
16.350  0.9381388  0.0001403
16.370  0.9380867  0.0001409
16.390  0.9381727  0.0001419
16.410  0.9380025  0.0001399
16.430  0.9380316  0.0001392
16.450  0.9380915  0.0001405
16.470  0.9379449  0.0001402
16.490  0.9380426  0.0001396
16.510  0.9380181  0.0001402
16.530  0.9380176  0.0001411
16.550  0.9381761  0.0001435
16.570  0.9381175  0.0001441
16.590  0.9380701  0.0001429
16.610  0.9381088  0.0001426
16.630  0.9380818  0.0001408
16.650  0.9381146  0.0001443
16.670  0.9382702  0.0001431
16.690  0.9382207  0.0001426
16.710  0.9381189  0.0001441
16.730  0.9381714  0.0001443
16.750  0.9382616  0.0001430
16.770  0.9381968  0.0001413
16.790  0.9382688  0.0001409
16.810  0.9382388  0.0001405
16.830  0.9381916  0.0001441
16.850  0.9383935  0.0001406
16.870  0.9382507  0.0001419
16.890  0.9383096  0.0001405
16.910  0.9382620  0.0001416
16.930  0.9382492  0.0001405
16.950  0.9382957  0.0001414
16.970  0.9383187  0.0001418
16.990  0.9382465  0.0001420
17.010  0.9383144  0.0001433
17.030  0.9382005  0.0001429
17.050  0.9382489  0.0001422
17.070  0.9381033  0.0001412
