% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.90652744(0.00000477)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
11.170  0.9054517  0.0001164
11.190  0.9054184  0.0001153
11.210  0.9054888  0.0001163
11.230  0.9057066  0.0001171
11.250  0.9057536  0.0001153
11.270  0.9059222  0.0001158
11.290  0.9061558  0.0001172
11.310  0.9063179  0.0001173
11.330  0.9064987  0.0001170
11.350  0.9066563  0.0001171
11.370  0.9067318  0.0001172
11.390  0.9069309  0.0001161
11.410  0.9070174  0.0001169
11.430  0.9072882  0.0001183
11.450  0.9072425  0.0001180
11.470  0.9072734  0.0001149
11.490  0.9074581  0.0001161
11.510  0.9074941  0.0001163
11.530  0.9075233  0.0001163
11.550  0.9075306  0.0001158
11.570  0.9075520  0.0001174
11.590  0.9075245  0.0001178
11.610  0.9075455  0.0001164
11.630  0.9073556  0.0001158
11.650  0.9073947  0.0001175
11.670  0.9073090  0.0001153
11.690  0.9072071  0.0001171
11.710  0.9070831  0.0001167
11.730  0.9070056  0.0001169
11.750  0.9068618  0.0001166
11.770  0.9067107  0.0001163
11.790  0.9066248  0.0001155
11.810  0.9064586  0.0001159
11.830  0.9063233  0.0001168
11.850  0.9062481  0.0001156
11.870  0.9061131  0.0001160
11.890  0.9060353  0.0001153
11.910  0.9059624  0.0001161
11.930  0.9058561  0.0001148
11.950  0.9057471  0.0001157
11.970  0.9056967  0.0001150
11.990  0.9056526  0.0001184
12.010  0.9056975  0.0001170
12.030  0.9057102  0.0001161
12.050  0.9057268  0.0001164
12.070  0.9058117  0.0001157
12.090  0.9058066  0.0001172
12.110  0.9059064  0.0001155
12.130  0.9059199  0.0001172
12.150  0.9060569  0.0001166
12.170  0.9061280  0.0001164
12.190  0.9062843  0.0001164
12.210  0.9063243  0.0001163
12.230  0.9063927  0.0001160
12.250  0.9065005  0.0001150
12.270  0.9066302  0.0001145
12.290  0.9066680  0.0001162
12.310  0.9067624  0.0001159
12.330  0.9068793  0.0001163
12.350  0.9068949  0.0001145
12.370  0.9069546  0.0001148
12.390  0.9069552  0.0001167
12.410  0.9070796  0.0001142
12.430  0.9070411  0.0001169
12.450  0.9071043  0.0001170
12.470  0.9070783  0.0001154
12.490  0.9070712  0.0001154
12.510  0.9070516  0.0001151
12.530  0.9071273  0.0001158
12.550  0.9070343  0.0001163
12.570  0.9069598  0.0001177
12.590  0.9069006  0.0001145
12.610  0.9068422  0.0001157
12.630  0.9068806  0.0001167
12.650  0.9068887  0.0001142
12.670  0.9067396  0.0001141
12.690  0.9066050  0.0001156
12.710  0.9066496  0.0001157
12.730  0.9065329  0.0001165
12.750  0.9064672  0.0001145
12.770  0.9064418  0.0001149
12.790  0.9063080  0.0001170
12.810  0.9063357  0.0001154
12.830  0.9062305  0.0001164
12.850  0.9062486  0.0001156
12.870  0.9061222  0.0001170
12.890  0.9060871  0.0001161
12.910  0.9061289  0.0001158
12.930  0.9061578  0.0001147
12.950  0.9060730  0.0001176
12.970  0.9060713  0.0001160
12.990  0.9060685  0.0001139
13.010  0.9061124  0.0001182
13.030  0.9061909  0.0001184
13.050  0.9062299  0.0001145
13.070  0.9061824  0.0001175
13.090  0.9062000  0.0001159
13.110  0.9062427  0.0001159
13.130  0.9062792  0.0001160
13.150  0.9064139  0.0001171
13.170  0.9064995  0.0001163
13.190  0.9064609  0.0001160
13.210  0.9065973  0.0001157
13.230  0.9066192  0.0001158
13.250  0.9066723  0.0001140
13.270  0.9067386  0.0001132
13.290  0.9068052  0.0001143
13.310  0.9069208  0.0001164
13.330  0.9069286  0.0001176
13.350  0.9069055  0.0001177
13.370  0.9068466  0.0001179
13.390  0.9069044  0.0001162
13.410  0.9068650  0.0001163
13.430  0.9067796  0.0001153
13.450  0.9068337  0.0001166
13.470  0.9067615  0.0001160
13.490  0.9067093  0.0001139
13.510  0.9067118  0.0001161
13.530  0.9067314  0.0001155
13.550  0.9065784  0.0001168
13.570  0.9066519  0.0001150
13.590  0.9066875  0.0001149
13.610  0.9065818  0.0001185
13.630  0.9065162  0.0001155
13.650  0.9065499  0.0001163
13.670  0.9064454  0.0001163
13.690  0.9064154  0.0001171
13.710  0.9064554  0.0001168
13.730  0.9064526  0.0001167
13.750  0.9063925  0.0001172
13.770  0.9063281  0.0001173
13.790  0.9064623  0.0001156
13.810  0.9063002  0.0001177
13.830  0.9062793  0.0001181
13.850  0.9062471  0.0001176
13.870  0.9063272  0.0001176
13.890  0.9063342  0.0001154
13.910  0.9062662  0.0001165
13.930  0.9063666  0.0001181
13.950  0.9063391  0.0001180
13.970  0.9063129  0.0001183
13.990  0.9064057  0.0001157
14.010  0.9063314  0.0001174
14.030  0.9064777  0.0001153
14.050  0.9064788  0.0001136
14.070  0.9064591  0.0001136
14.090  0.9064871  0.0001164
14.110  0.9064592  0.0001168
14.130  0.9065529  0.0001158
14.150  0.9066003  0.0001155
14.170  0.9065397  0.0001165
14.190  0.9066050  0.0001175
14.210  0.9067210  0.0001165
14.230  0.9066566  0.0001179
14.250  0.9066979  0.0001165
14.270  0.9065904  0.0001162
14.290  0.9066868  0.0001149
14.310  0.9066379  0.0001161
14.330  0.9066653  0.0001172
14.350  0.9067165  0.0001135
14.370  0.9066639  0.0001149
14.390  0.9066853  0.0001159
14.410  0.9066247  0.0001157
14.430  0.9068022  0.0001144
14.450  0.9067288  0.0001169
14.470  0.9066168  0.0001164
14.490  0.9066957  0.0001158
14.510  0.9066159  0.0001160
14.530  0.9065193  0.0001169
14.550  0.9065028  0.0001157
14.570  0.9066003  0.0001169
14.590  0.9064677  0.0001158
14.610  0.9065600  0.0001153
14.630  0.9065034  0.0001155
14.650  0.9064209  0.0001160
14.670  0.9064167  0.0001160
14.690  0.9064232  0.0001146
14.710  0.9063740  0.0001143
14.730  0.9064381  0.0001154
14.750  0.9064581  0.0001174
14.770  0.9064845  0.0001155
14.790  0.9063816  0.0001155
14.810  0.9063465  0.0001165
14.830  0.9063737  0.0001161
14.850  0.9064284  0.0001154
14.870  0.9064576  0.0001148
14.890  0.9063903  0.0001147
14.910  0.9064104  0.0001158
14.930  0.9063746  0.0001161
14.950  0.9064459  0.0001175
14.970  0.9064991  0.0001160
14.990  0.9064504  0.0001165
15.010  0.9065144  0.0001176
15.030  0.9065163  0.0001178
15.050  0.9065181  0.0001159
15.070  0.9065275  0.0001172
15.090  0.9065334  0.0001174
15.110  0.9066539  0.0001161
15.130  0.9065759  0.0001170
15.150  0.9065534  0.0001149
15.170  0.9065825  0.0001136
15.190  0.9066238  0.0001166
15.210  0.9066040  0.0001157
15.230  0.9065604  0.0001160
15.250  0.9065808  0.0001165
15.270  0.9066245  0.0001145
15.290  0.9066614  0.0001151
15.310  0.9066371  0.0001162
15.330  0.9065093  0.0001181
15.350  0.9065793  0.0001154
15.370  0.9065759  0.0001151
15.390  0.9067254  0.0001151
15.410  0.9066197  0.0001162
15.430  0.9066365  0.0001168
15.450  0.9065923  0.0001168
15.470  0.9065916  0.0001168
15.490  0.9065238  0.0001171
15.510  0.9066379  0.0001155
15.530  0.9065124  0.0001157
15.550  0.9066066  0.0001170
15.570  0.9065365  0.0001165
15.590  0.9065901  0.0001165
15.610  0.9065483  0.0001165
15.630  0.9065009  0.0001161
15.650  0.9064080  0.0001177
15.670  0.9064804  0.0001157
15.690  0.9064769  0.0001173
15.710  0.9064296  0.0001172
15.730  0.9063967  0.0001177
15.750  0.9064669  0.0001166
15.770  0.9064143  0.0001164
15.790  0.9064180  0.0001153
15.810  0.9064203  0.0001166
15.830  0.9064323  0.0001170
15.850  0.9063584  0.0001145
15.870  0.9064399  0.0001151
15.890  0.9064428  0.0001170
15.910  0.9065136  0.0001173
15.930  0.9064956  0.0001160
15.950  0.9064806  0.0001160
15.970  0.9065165  0.0001153
15.990  0.9065079  0.0001168
16.010  0.9064431  0.0001161
16.030  0.9065781  0.0001152
16.050  0.9066000  0.0001170
16.070  0.9065309  0.0001162
16.090  0.9065624  0.0001168
16.110  0.9066145  0.0001157
16.130  0.9066982  0.0001170
16.150  0.9066915  0.0001153
16.170  0.9066592  0.0001152
16.190  0.9065672  0.0001162
16.210  0.9065521  0.0001139
16.230  0.9065589  0.0001171
16.250  0.9065564  0.0001155
16.270  0.9065968  0.0001167
16.290  0.9065689  0.0001161
16.310  0.9065861  0.0001172
16.330  0.9065612  0.0001185
16.350  0.9065797  0.0001170
16.370  0.9065232  0.0001145
16.390  0.9065419  0.0001163
16.410  0.9064989  0.0001164
16.430  0.9065054  0.0001171
16.450  0.9064813  0.0001175
16.470  0.9064713  0.0001154
16.490  0.9065669  0.0001162
16.510  0.9064887  0.0001173
16.530  0.9065173  0.0001172
16.550  0.9065116  0.0001152
16.570  0.9064927  0.0001147
16.590  0.9064519  0.0001140
16.610  0.9065212  0.0001156
16.630  0.9065072  0.0001172
16.650  0.9065407  0.0001153
16.670  0.9064772  0.0001146
16.690  0.9065322  0.0001136
16.710  0.9064502  0.0001178
16.730  0.9064746  0.0001153
16.750  0.9065638  0.0001163
16.770  0.9064893  0.0001140
16.790  0.9065210  0.0001158
16.810  0.9065313  0.0001132
16.830  0.9065581  0.0001166
16.850  0.9064969  0.0001175
16.870  0.9065960  0.0001173
16.890  0.9064421  0.0001156
16.910  0.9065830  0.0001153
16.930  0.9065018  0.0001157
16.950  0.9064360  0.0001169
16.970  0.9064012  0.0001156
16.990  0.9064120  0.0001154
17.010  0.9065499  0.0001179
17.030  0.9065015  0.0001157
17.050  0.9065114  0.0001155
17.070  0.9065852  0.0001164
