% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.82910036(0.00000410)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
 2.690  0.8147704  0.0000813
 2.710  0.7888072  0.0000805
 2.730  0.7650581  0.0000803
 2.750  0.7437834  0.0000780
 2.770  0.7250214  0.0000772
 2.790  0.7087790  0.0000781
 2.810  0.6950103  0.0000772
 2.830  0.6838502  0.0000748
 2.850  0.6752043  0.0000755
 2.870  0.6689283  0.0000750
 2.890  0.6651058  0.0000750
 2.910  0.6636850  0.0000741
 2.930  0.6645902  0.0000756
 2.950  0.6677380  0.0000741
 2.970  0.6730335  0.0000758
 2.990  0.6806090  0.0000760
 3.010  0.6902758  0.0000766
 3.030  0.7018378  0.0000788
 3.050  0.7153849  0.0000770
 3.070  0.7304379  0.0000792
 3.090  0.7472363  0.0000791
 3.110  0.7652585  0.0000808
 3.130  0.7841870  0.0000835
 3.150  0.8039430  0.0000835
 3.170  0.8239201  0.0000842
 3.190  0.8437812  0.0000859
 3.210  0.8633503  0.0000871
 3.230  0.8819805  0.0000886
 3.250  0.8992417  0.0000891
 3.270  0.9147484  0.0000897
 3.290  0.9282002  0.0000914
 3.310  0.9393302  0.0000888
 3.330  0.9478725  0.0000906
 3.350  0.9536584  0.0000897
 3.370  0.9565534  0.0000909
 3.390  0.9568895  0.0000912
 3.410  0.9543870  0.0000904
 3.430  0.9495661  0.0000886
 3.450  0.9424202  0.0000877
 3.470  0.9334170  0.0000882
 3.490  0.9227737  0.0000851
 3.510  0.9109089  0.0000854
 3.530  0.8978525  0.0000865
 3.550  0.8843561  0.0000834
 3.570  0.8703729  0.0000841
 3.590  0.8564733  0.0000834
 3.610  0.8427850  0.0000824
 3.630  0.8294353  0.0000816
 3.650  0.8168642  0.0000814
 3.670  0.8049013  0.0000817
 3.690  0.7940689  0.0000806
 3.710  0.7841795  0.0000802
 3.730  0.7755574  0.0000797
 3.750  0.7680341  0.0000790
 3.770  0.7618389  0.0000791
 3.790  0.7569538  0.0000790
 3.810  0.7533761  0.0000804
 3.830  0.7510660  0.0000790
 3.850  0.7501763  0.0000788
 3.870  0.7504963  0.0000774
 3.890  0.7520281  0.0000777
 3.910  0.7548116  0.0000784
 3.930  0.7587477  0.0000791
 3.950  0.7637483  0.0000791
 3.970  0.7696253  0.0000795
 3.990  0.7763898  0.0000801
 4.010  0.7839127  0.0000809
 4.030  0.7920954  0.0000801
 4.050  0.8008068  0.0000820
 4.070  0.8097506  0.0000835
 4.090  0.8188461  0.0000831
 4.110  0.8279795  0.0000831
 4.130  0.8369510  0.0000840
 4.150  0.8455115  0.0000856
 4.170  0.8534662  0.0000847
 4.190  0.8609937  0.0000859
 4.210  0.8675686  0.0000860
 4.230  0.8733214  0.0000858
 4.250  0.8780028  0.0000858
 4.270  0.8816523  0.0000863
 4.290  0.8841624  0.0000856
 4.310  0.8854871  0.0000859
 4.330  0.8857760  0.0000854
 4.350  0.8849171  0.0000853
 4.370  0.8830824  0.0000860
 4.390  0.8802295  0.0000848
 4.410  0.8765633  0.0000842
 4.430  0.8722248  0.0000850
 4.450  0.8672302  0.0000834
 4.470  0.8616677  0.0000834
 4.490  0.8559114  0.0000826
 4.510  0.8497273  0.0000838
 4.530  0.8434633  0.0000817
 4.550  0.8373024  0.0000826
 4.570  0.8311777  0.0000835
 4.590  0.8252682  0.0000837
 4.610  0.8196061  0.0000818
 4.630  0.8143420  0.0000816
 4.650  0.8096044  0.0000807
 4.670  0.8052945  0.0000825
 4.690  0.8016330  0.0000800
 4.710  0.7984942  0.0000808
 4.730  0.7960314  0.0000797
 4.750  0.7941480  0.0000808
 4.770  0.7929127  0.0000806
 4.790  0.7923342  0.0000794
 4.810  0.7923913  0.0000795
 4.830  0.7931477  0.0000805
 4.850  0.7944342  0.0000794
 4.870  0.7962759  0.0000797
 4.890  0.7986176  0.0000802
 4.910  0.8014044  0.0000791
 4.930  0.8046243  0.0000815
 4.950  0.8081687  0.0000821
 4.970  0.8119823  0.0000818
 4.990  0.8160428  0.0000812
 5.010  0.8201863  0.0000823
 5.030  0.8243899  0.0000823
 5.050  0.8285190  0.0000823
 5.070  0.8325639  0.0000838
 5.090  0.8364542  0.0000834
 5.110  0.8400699  0.0000843
 5.130  0.8434189  0.0000830
 5.150  0.8463218  0.0000835
 5.170  0.8488775  0.0000833
 5.190  0.8509893  0.0000850
 5.210  0.8526154  0.0000836
 5.230  0.8537770  0.0000840
 5.250  0.8544632  0.0000835
 5.270  0.8546933  0.0000843
 5.290  0.8543784  0.0000829
 5.310  0.8535912  0.0000845
 5.330  0.8524263  0.0000828
 5.350  0.8509653  0.0000843
 5.370  0.8489788  0.0000833
 5.390  0.8468371  0.0000831
 5.410  0.8445048  0.0000822
 5.430  0.8418312  0.0000813
 5.450  0.8390580  0.0000811
 5.470  0.8363018  0.0000827
 5.490  0.8334171  0.0000808
 5.510  0.8305666  0.0000811
 5.530  0.8278616  0.0000832
 5.550  0.8252753  0.0000808
 5.570  0.8228226  0.0000811
 5.590  0.8205554  0.0000814
 5.610  0.8184840  0.0000813
 5.630  0.8167558  0.0000822
 5.650  0.8152545  0.0000813
 5.670  0.8139390  0.0000810
 5.690  0.8130947  0.0000802
 5.710  0.8125038  0.0000807
 5.730  0.8121526  0.0000829
 5.750  0.8121838  0.0000819
 5.770  0.8125076  0.0000806
 5.790  0.8130636  0.0000799
 5.810  0.8139033  0.0000815
 5.830  0.8149215  0.0000826
 5.850  0.8162048  0.0000819
 5.870  0.8177209  0.0000812
 5.890  0.8193752  0.0000815
 5.910  0.8211152  0.0000816
 5.930  0.8229652  0.0000821
 5.950  0.8249371  0.0000821
 5.970  0.8268736  0.0000809
 5.990  0.8287415  0.0000825
 6.010  0.8306340  0.0000824
 6.030  0.8322985  0.0000830
 6.050  0.8339637  0.0000833
 6.070  0.8355258  0.0000818
 6.090  0.8367756  0.0000828
 6.110  0.8379828  0.0000835
 6.130  0.8390284  0.0000838
 6.150  0.8396616  0.0000815
 6.170  0.8402299  0.0000820
 6.190  0.8405886  0.0000828
 6.210  0.8407425  0.0000834
 6.230  0.8405785  0.0000825
 6.250  0.8402991  0.0000829
 6.270  0.8397976  0.0000821
 6.290  0.8391427  0.0000839
 6.310  0.8382759  0.0000828
 6.330  0.8374430  0.0000831
 6.350  0.8362574  0.0000819
 6.370  0.8351281  0.0000825
 6.390  0.8338769  0.0000835
 6.410  0.8325794  0.0000824
 6.430  0.8313094  0.0000810
 6.450  0.8300228  0.0000819
 6.470  0.8287108  0.0000819
 6.490  0.8274736  0.0000828
 6.510  0.8264358  0.0000815
 6.530  0.8253842  0.0000822
 6.550  0.8244139  0.0000836
 6.570  0.8235611  0.0000825
 6.590  0.8227945  0.0000821
 6.610  0.8222214  0.0000812
 6.630  0.8217337  0.0000812
 6.650  0.8215053  0.0000836
 6.670  0.8213652  0.0000821
 6.690  0.8213482  0.0000822
 6.710  0.8214740  0.0000823
 6.730  0.8217287  0.0000826
 6.750  0.8220368  0.0000823
 6.770  0.8224998  0.0000824
 6.790  0.8231852  0.0000822
 6.810  0.8238561  0.0000816
 6.830  0.8245736  0.0000834
 6.850  0.8253788  0.0000816
 6.870  0.8261603  0.0000813
 6.890  0.8270591  0.0000833
 6.910  0.8279830  0.0000825
 6.930  0.8288088  0.0000816
 6.950  0.8296830  0.0000831
 6.970  0.8304483  0.0000827
 6.990  0.8313040  0.0000835
 7.010  0.8319459  0.0000822
 7.030  0.8324770  0.0000821
 7.050  0.8331049  0.0000841
 7.070  0.8335444  0.0000828
 7.090  0.8339704  0.0000822
 7.110  0.8341200  0.0000823
 7.130  0.8342569  0.0000844
 7.150  0.8343488  0.0000831
 7.170  0.8344098  0.0000820
 7.190  0.8342720  0.0000808
 7.210  0.8340572  0.0000808
 7.230  0.8337160  0.0000823
 7.250  0.8333798  0.0000823
 7.270  0.8329307  0.0000829
 7.290  0.8324374  0.0000823
 7.310  0.8319001  0.0000834
 7.330  0.8313453  0.0000828
 7.350  0.8308233  0.0000821
 7.370  0.8301777  0.0000818
 7.390  0.8295337  0.0000810
 7.410  0.8289721  0.0000815
 7.430  0.8284942  0.0000816
 7.450  0.8279588  0.0000810
 7.470  0.8275262  0.0000821
 7.490  0.8270003  0.0000822
 7.510  0.8266097  0.0000825
 7.530  0.8262711  0.0000819
 7.550  0.8259571  0.0000826
 7.570  0.8257036  0.0000829
 7.590  0.8256031  0.0000822
 7.610  0.8254993  0.0000812
 7.630  0.8255439  0.0000814
 7.650  0.8256079  0.0000819
 7.670  0.8256667  0.0000829
 7.690  0.8258459  0.0000812
 7.710  0.8261302  0.0000821
 7.730  0.8263422  0.0000827
 7.750  0.8266926  0.0000813
 7.770  0.8270017  0.0000822
 7.790  0.8273650  0.0000809
 7.810  0.8277206  0.0000828
 7.830  0.8281512  0.0000815
 7.850  0.8285738  0.0000815
 7.870  0.8288660  0.0000823
 7.890  0.8292842  0.0000816
 7.910  0.8296316  0.0000821
 7.930  0.8300629  0.0000808
 7.950  0.8303165  0.0000823
 7.970  0.8306347  0.0000827
 7.990  0.8308958  0.0000806
 8.010  0.8311315  0.0000826
 8.030  0.8312512  0.0000821
 8.050  0.8313952  0.0000815
 8.070  0.8314966  0.0000842
 8.090  0.8314667  0.0000814
 8.110  0.8314848  0.0000819
 8.130  0.8314263  0.0000824
 8.150  0.8313306  0.0000819
 8.170  0.8312178  0.0000833
 8.190  0.8310609  0.0000831
 8.210  0.8308942  0.0000818
 8.230  0.8306939  0.0000808
 8.250  0.8304529  0.0000818
 8.270  0.8301731  0.0000826
 8.290  0.8299217  0.0000816
 8.310  0.8296762  0.0000817
 8.330  0.8293384  0.0000823
 8.350  0.8290833  0.0000804
 8.370  0.8288543  0.0000828
 8.390  0.8286559  0.0000817
 8.410  0.8284228  0.0000813
 8.430  0.8281739  0.0000796
 8.450  0.8280374  0.0000807
 8.470  0.8278747  0.0000800
 8.490  0.8277689  0.0000833
 8.510  0.8276285  0.0000817
 8.530  0.8276059  0.0000815
 8.550  0.8274492  0.0000820
 8.570  0.8274500  0.0000818
 8.590  0.8274755  0.0000828
 8.610  0.8275513  0.0000806
 8.630  0.8275315  0.0000810
 8.650  0.8277257  0.0000820
 8.670  0.8278353  0.0000826
 8.690  0.8279795  0.0000810
 8.710  0.8280965  0.0000815
 8.730  0.8282818  0.0000819
 8.750  0.8284477  0.0000837
 8.770  0.8286064  0.0000819
 8.790  0.8288329  0.0000815
 8.810  0.8289614  0.0000837
 8.830  0.8291860  0.0000830
 8.850  0.8293261  0.0000827
 8.870  0.8295253  0.0000807
 8.890  0.8296632  0.0000813
 8.910  0.8297596  0.0000822
 8.930  0.8299153  0.0000820
 8.950  0.8299703  0.0000829
 8.970  0.8301008  0.0000830
 8.990  0.8301133  0.0000815
 9.010  0.8301845  0.0000812
 9.030  0.8301285  0.0000810
 9.050  0.8301487  0.0000830
 9.070  0.8301276  0.0000820
 9.090  0.8301246  0.0000822
 9.110  0.8301118  0.0000820
 9.130  0.8300480  0.0000826
 9.150  0.8299156  0.0000822
 9.170  0.8298265  0.0000823
 9.190  0.8297589  0.0000832
 9.210  0.8296345  0.0000828
 9.230  0.8294895  0.0000828
 9.250  0.8293827  0.0000825
 9.270  0.8291952  0.0000814
 9.290  0.8290913  0.0000824
 9.310  0.8290625  0.0000824
 9.330  0.8288844  0.0000810
 9.350  0.8288306  0.0000810
 9.370  0.8287603  0.0000821
 9.390  0.8285890  0.0000824
 9.410  0.8285763  0.0000812
 9.430  0.8285136  0.0000834
 9.450  0.8284194  0.0000817
 9.470  0.8284074  0.0000806
 9.490  0.8283965  0.0000814
 9.510  0.8282962  0.0000826
 9.530  0.8283366  0.0000822
 9.550  0.8284051  0.0000822
 9.570  0.8283571  0.0000829
 9.590  0.8285150  0.0000823
 9.610  0.8285067  0.0000816
 9.630  0.8285438  0.0000807
 9.650  0.8286222  0.0000819
 9.670  0.8287424  0.0000831
 9.690  0.8288254  0.0000831
 9.710  0.8289175  0.0000840
 9.730  0.8290075  0.0000819
 9.750  0.8290141  0.0000828
 9.770  0.8292036  0.0000826
 9.790  0.8292050  0.0000838
 9.810  0.8292627  0.0000828
 9.830  0.8293295  0.0000834
 9.850  0.8294071  0.0000822
 9.870  0.8294242  0.0000824
 9.890  0.8294559  0.0000818
 9.910  0.8295217  0.0000838
 9.930  0.8295689  0.0000820
 9.950  0.8295647  0.0000821
 9.970  0.8296030  0.0000846
 9.990  0.8296283  0.0000824
10.010  0.8295466  0.0000822
10.030  0.8294960  0.0000817
10.050  0.8295154  0.0000824
10.070  0.8295221  0.0000813
10.090  0.8294783  0.0000832
10.110  0.8294127  0.0000835
10.130  0.8294165  0.0000829
10.150  0.8293319  0.0000823
10.170  0.8292830  0.0000813
10.190  0.8292478  0.0000819
10.210  0.8291584  0.0000819
10.230  0.8292000  0.0000812
10.250  0.8290648  0.0000822
10.270  0.8290098  0.0000820
10.290  0.8290294  0.0000818
10.310  0.8290207  0.0000817
10.330  0.8289003  0.0000807
10.350  0.8288382  0.0000828
10.370  0.8288773  0.0000818
10.390  0.8288452  0.0000825
10.410  0.8287845  0.0000815
10.430  0.8287496  0.0000832
10.450  0.8287595  0.0000826
10.470  0.8287989  0.0000833
10.490  0.8287376  0.0000824
10.510  0.8287715  0.0000806
10.530  0.8288051  0.0000814
10.550  0.8288295  0.0000824
10.570  0.8288491  0.0000830
10.590  0.8288523  0.0000823
10.610  0.8289415  0.0000817
10.630  0.8289743  0.0000822
10.650  0.8289796  0.0000826
10.670  0.8290730  0.0000831
10.690  0.8291115  0.0000832
10.710  0.8291224  0.0000817
10.730  0.8290963  0.0000819
10.750  0.8292081  0.0000830
10.770  0.8292201  0.0000829
10.790  0.8292648  0.0000826
10.810  0.8293393  0.0000822
10.830  0.8292277  0.0000822
10.850  0.8293001  0.0000814
10.870  0.8292858  0.0000823
10.890  0.8293209  0.0000809
10.910  0.8293128  0.0000817
10.930  0.8293136  0.0000822
10.950  0.8292788  0.0000817
10.970  0.8293929  0.0000822
10.990  0.8292958  0.0000826
11.010  0.8292574  0.0000815
11.030  0.8293183  0.0000822
11.050  0.8293055  0.0000822
11.070  0.8292789  0.0000827
11.090  0.8292156  0.0000822
11.110  0.8291717  0.0000826
11.130  0.8292175  0.0000838
11.150  0.8291383  0.0000829
11.170  0.8291186  0.0000837
11.190  0.8291427  0.0000830
11.210  0.8290963  0.0000823
11.230  0.8290326  0.0000834
11.250  0.8290358  0.0000829
11.270  0.8289861  0.0000819
11.290  0.8290011  0.0000824
11.310  0.8289704  0.0000807
11.330  0.8289557  0.0000809
11.350  0.8289221  0.0000823
11.370  0.8289432  0.0000819
11.390  0.8289002  0.0000816
11.410  0.8288749  0.0000813
11.430  0.8289295  0.0000836
11.450  0.8290085  0.0000821
11.470  0.8288982  0.0000824
11.490  0.8289713  0.0000816
11.510  0.8289740  0.0000816
11.530  0.8289777  0.0000827
11.550  0.8289962  0.0000808
11.570  0.8290377  0.0000819
11.590  0.8290597  0.0000815
11.610  0.8290647  0.0000813
11.630  0.8291168  0.0000822
11.650  0.8291612  0.0000817
11.670  0.8291063  0.0000821
11.690  0.8290743  0.0000830
11.710  0.8291838  0.0000828
11.730  0.8291760  0.0000821
11.750  0.8292324  0.0000814
11.770  0.8292250  0.0000814
11.790  0.8292149  0.0000823
11.810  0.8292627  0.0000827
11.830  0.8292187  0.0000816
11.850  0.8291026  0.0000811
11.870  0.8291953  0.0000819
11.890  0.8292044  0.0000807
11.910  0.8291282  0.0000822
11.930  0.8292328  0.0000827
11.950  0.8292313  0.0000819
11.970  0.8292103  0.0000828
11.990  0.8291923  0.0000817
12.010  0.8291919  0.0000825
12.030  0.8291921  0.0000815
12.050  0.8291511  0.0000815
12.070  0.8291549  0.0000819
12.090  0.8291404  0.0000812
12.110  0.8291354  0.0000811
12.130  0.8290777  0.0000820
12.150  0.8290678  0.0000807
12.170  0.8290579  0.0000808
12.190  0.8290979  0.0000821
12.210  0.8290232  0.0000807
12.230  0.8289469  0.0000823
12.250  0.8290764  0.0000820
12.270  0.8290709  0.0000807
12.290  0.8290358  0.0000808
12.310  0.8289820  0.0000808
12.330  0.8290063  0.0000843
12.350  0.8291010  0.0000818
12.370  0.8290143  0.0000821
12.390  0.8290582  0.0000818
12.410  0.8290214  0.0000835
12.430  0.8290545  0.0000828
12.450  0.8290344  0.0000833
12.470  0.8290292  0.0000818
12.490  0.8290406  0.0000835
12.510  0.8290279  0.0000814
12.530  0.8290689  0.0000826
12.550  0.8290400  0.0000825
12.570  0.8290516  0.0000835
12.590  0.8290872  0.0000823
12.610  0.8291210  0.0000829
12.630  0.8290772  0.0000819
12.650  0.8291245  0.0000835
12.670  0.8291321  0.0000824
12.690  0.8291924  0.0000828
12.710  0.8291456  0.0000816
12.730  0.8291818  0.0000837
12.750  0.8291471  0.0000820
12.770  0.8291792  0.0000820
12.790  0.8291865  0.0000813
12.810  0.8291485  0.0000821
12.830  0.8291604  0.0000819
12.850  0.8292256  0.0000817
12.870  0.8291423  0.0000821
12.890  0.8291461  0.0000826
12.910  0.8291742  0.0000822
12.930  0.8291568  0.0000824
12.950  0.8291594  0.0000829
12.970  0.8290739  0.0000824
12.990  0.8290959  0.0000817
13.010  0.8291307  0.0000812
13.030  0.8290876  0.0000822
13.050  0.8291142  0.0000833
13.070  0.8291009  0.0000826
13.090  0.8290835  0.0000824
13.110  0.8290984  0.0000811
13.130  0.8291217  0.0000820
13.150  0.8291060  0.0000844
13.170  0.8291078  0.0000800
13.190  0.8291206  0.0000827
13.210  0.8290594  0.0000820
13.230  0.8291167  0.0000825
13.250  0.8290931  0.0000820
13.270  0.8291001  0.0000822
13.290  0.8290485  0.0000825
13.310  0.8290833  0.0000814
13.330  0.8290747  0.0000816
13.350  0.8291759  0.0000838
13.370  0.8290931  0.0000826
13.390  0.8290424  0.0000828
13.410  0.8291041  0.0000821
13.430  0.8290639  0.0000826
13.450  0.8291232  0.0000832
13.470  0.8291277  0.0000834
13.490  0.8290852  0.0000812
13.510  0.8290956  0.0000820
13.530  0.8291101  0.0000829
13.550  0.8291403  0.0000820
13.570  0.8290533  0.0000827
13.590  0.8290656  0.0000837
13.610  0.8290959  0.0000824
13.630  0.8290697  0.0000832
13.650  0.8290758  0.0000818
13.670  0.8291499  0.0000827
13.690  0.8290781  0.0000837
13.710  0.8290906  0.0000817
13.730  0.8291529  0.0000825
13.750  0.8290978  0.0000834
13.770  0.8291618  0.0000818
13.790  0.8291332  0.0000829
13.810  0.8290853  0.0000818
13.830  0.8290468  0.0000833
13.850  0.8291345  0.0000822
13.870  0.8291698  0.0000824
13.890  0.8291126  0.0000820
13.910  0.8291065  0.0000819
13.930  0.8291633  0.0000824
13.950  0.8290953  0.0000819
13.970  0.8290983  0.0000833
13.990  0.8290949  0.0000836
14.010  0.8290395  0.0000831
14.030  0.8290264  0.0000824
14.050  0.8291081  0.0000836
14.070  0.8290578  0.0000830
14.090  0.8291104  0.0000830
14.110  0.8292134  0.0000825
14.130  0.8291620  0.0000826
14.150  0.8291318  0.0000819
14.170  0.8290534  0.0000819
14.190  0.8291296  0.0000833
14.210  0.8290854  0.0000842
14.230  0.8290810  0.0000816
14.250  0.8290831  0.0000814
14.270  0.8291166  0.0000825
14.290  0.8291310  0.0000827
14.310  0.8291364  0.0000827
14.330  0.8290624  0.0000815
14.350  0.8291195  0.0000829
14.370  0.8291025  0.0000846
14.390  0.8291456  0.0000826
14.410  0.8290695  0.0000825
14.430  0.8290609  0.0000830
14.450  0.8291227  0.0000826
14.470  0.8290461  0.0000825
14.490  0.8290437  0.0000826
14.510  0.8291504  0.0000820
14.530  0.8291413  0.0000827
14.550  0.8291465  0.0000811
14.570  0.8290475  0.0000810
14.590  0.8291524  0.0000811
14.610  0.8290706  0.0000835
14.630  0.8291074  0.0000823
14.650  0.8290477  0.0000820
14.670  0.8291423  0.0000828
14.690  0.8291299  0.0000823
14.710  0.8291214  0.0000827
14.730  0.8291012  0.0000844
14.750  0.8291296  0.0000817
14.770  0.8291187  0.0000824
14.790  0.8290721  0.0000823
14.810  0.8290852  0.0000826
14.830  0.8291150  0.0000834
14.850  0.8291065  0.0000824
14.870  0.8290376  0.0000812
14.890  0.8291319  0.0000821
14.910  0.8290993  0.0000826
14.930  0.8291696  0.0000838
14.950  0.8290903  0.0000840
14.970  0.8291588  0.0000823
14.990  0.8290401  0.0000811
15.010  0.8291510  0.0000829
15.030  0.8291114  0.0000825
15.050  0.8291438  0.0000820
15.070  0.8291785  0.0000836
15.090  0.8290946  0.0000816
15.110  0.8291387  0.0000829
15.130  0.8291088  0.0000830
15.150  0.8291544  0.0000807
15.170  0.8290754  0.0000824
15.190  0.8291319  0.0000809
15.210  0.8291005  0.0000810
15.230  0.8290672  0.0000834
15.250  0.8290183  0.0000818
15.270  0.8291534  0.0000822
15.290  0.8291705  0.0000815
15.310  0.8291099  0.0000816
15.330  0.8291238  0.0000815
15.350  0.8291048  0.0000820
15.370  0.8290989  0.0000820
15.390  0.8291107  0.0000828
15.410  0.8291068  0.0000818
15.430  0.8290511  0.0000815
15.450  0.8291450  0.0000810
15.470  0.8290271  0.0000822
15.490  0.8290562  0.0000823
15.510  0.8290757  0.0000831
15.530  0.8290322  0.0000815
15.550  0.8290681  0.0000821
15.570  0.8291231  0.0000826
15.590  0.8290838  0.0000829
15.610  0.8290919  0.0000829
15.630  0.8290564  0.0000820
15.650  0.8290347  0.0000842
15.670  0.8290488  0.0000819
15.690  0.8290701  0.0000822
15.710  0.8291317  0.0000824
15.730  0.8291391  0.0000832
15.750  0.8290601  0.0000818
15.770  0.8290982  0.0000822
15.790  0.8291083  0.0000821
15.810  0.8290660  0.0000818
15.830  0.8290707  0.0000834
15.850  0.8290575  0.0000832
15.870  0.8291319  0.0000824
15.890  0.8291795  0.0000823
15.910  0.8291563  0.0000811
15.930  0.8291231  0.0000815
15.950  0.8291798  0.0000817
15.970  0.8291211  0.0000835
15.990  0.8291350  0.0000813
16.010  0.8291838  0.0000815
16.030  0.8291239  0.0000816
16.050  0.8291857  0.0000824
16.070  0.8291643  0.0000818
16.090  0.8291229  0.0000826
16.110  0.8291432  0.0000822
16.130  0.8291554  0.0000816
16.150  0.8291355  0.0000829
16.170  0.8291479  0.0000830
16.190  0.8290912  0.0000823
16.210  0.8291262  0.0000820
16.230  0.8290656  0.0000816
16.250  0.8290747  0.0000806
16.270  0.8290696  0.0000814
16.290  0.8290775  0.0000817
16.310  0.8291118  0.0000823
16.330  0.8290468  0.0000810
16.350  0.8290719  0.0000826
16.370  0.8290535  0.0000836
16.390  0.8290994  0.0000811
16.410  0.8290609  0.0000819
16.430  0.8290938  0.0000841
16.450  0.8290942  0.0000817
16.470  0.8290124  0.0000827
16.490  0.8290325  0.0000823
16.510  0.8290977  0.0000815
16.530  0.8291218  0.0000818
16.550  0.8290544  0.0000814
16.570  0.8290739  0.0000820
16.590  0.8290393  0.0000822
16.610  0.8290913  0.0000803
16.630  0.8291286  0.0000843
16.650  0.8290239  0.0000817
16.670  0.8290694  0.0000829
16.690  0.8290220  0.0000824
16.710  0.8291035  0.0000820
16.730  0.8291109  0.0000820
16.750  0.8291190  0.0000816
16.770  0.8290758  0.0000819
16.790  0.8291643  0.0000811
16.810  0.8291412  0.0000811
16.830  0.8291876  0.0000824
16.850  0.8291074  0.0000821
16.870  0.8290856  0.0000813
16.890  0.8291326  0.0000828
16.910  0.8291148  0.0000826
16.930  0.8291731  0.0000824
16.950  0.8291852  0.0000822
16.970  0.8291525  0.0000805
16.990  0.8291960  0.0000815
17.010  0.8291904  0.0000820
17.030  0.8291395  0.0000797
17.050  0.8291951  0.0000828
17.070  0.8291477  0.0000825
