% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.38667410(0.00000088)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
 3.710  0.3865135  0.0000117
 3.730  0.3865648  0.0000117
 3.750  0.3866014  0.0000117
 3.770  0.3866463  0.0000116
 3.790  0.3866774  0.0000117
 3.810  0.3867197  0.0000117
 3.830  0.3867491  0.0000117
 3.850  0.3867742  0.0000117
 3.870  0.3867998  0.0000117
 3.890  0.3868221  0.0000117
 3.910  0.3868411  0.0000118
 3.930  0.3868453  0.0000119
 3.950  0.3868631  0.0000118
 3.970  0.3868711  0.0000117
 3.990  0.3868652  0.0000118
 4.010  0.3868764  0.0000118
 4.030  0.3868787  0.0000118
 4.050  0.3868735  0.0000117
 4.070  0.3868582  0.0000117
 4.090  0.3868575  0.0000116
 4.110  0.3868456  0.0000117
 4.130  0.3868352  0.0000115
 4.150  0.3868167  0.0000117
 4.170  0.3867991  0.0000117
 4.190  0.3867811  0.0000116
 4.210  0.3867709  0.0000118
 4.230  0.3867573  0.0000115
 4.250  0.3867373  0.0000115
 4.270  0.3867182  0.0000117
 4.290  0.3867071  0.0000117
 4.310  0.3866929  0.0000117
 4.330  0.3866877  0.0000117
 4.350  0.3866768  0.0000114
 4.370  0.3866620  0.0000116
 4.390  0.3866511  0.0000116
 4.410  0.3866406  0.0000118
 4.430  0.3866358  0.0000117
 4.450  0.3866327  0.0000116
 4.470  0.3866273  0.0000118
 4.490  0.3866167  0.0000117
 4.510  0.3866223  0.0000117
 4.530  0.3866197  0.0000116
 4.550  0.3866122  0.0000117
 4.570  0.3866118  0.0000118
 4.590  0.3866096  0.0000116
 4.610  0.3866154  0.0000118
 4.630  0.3866241  0.0000116
 4.650  0.3866180  0.0000115
 4.670  0.3866235  0.0000116
 4.690  0.3866284  0.0000117
 4.710  0.3866317  0.0000115
 4.730  0.3866336  0.0000116
 4.750  0.3866397  0.0000117
 4.770  0.3866489  0.0000117
 4.790  0.3866483  0.0000117
 4.810  0.3866553  0.0000115
 4.830  0.3866555  0.0000115
 4.850  0.3866596  0.0000117
 4.870  0.3866693  0.0000117
 4.890  0.3866791  0.0000116
 4.910  0.3866817  0.0000117
 4.930  0.3866772  0.0000117
 4.950  0.3866881  0.0000114
 4.970  0.3866933  0.0000117
 4.990  0.3866943  0.0000116
 5.010  0.3866905  0.0000117
 5.030  0.3866958  0.0000114
 5.050  0.3866978  0.0000117
 5.070  0.3867012  0.0000116
 5.090  0.3867035  0.0000116
 5.110  0.3867015  0.0000117
 5.130  0.3866957  0.0000115
 5.150  0.3867009  0.0000118
 5.170  0.3866992  0.0000114
 5.190  0.3866944  0.0000117
 5.210  0.3866946  0.0000115
 5.230  0.3866947  0.0000115
 5.250  0.3866995  0.0000115
 5.270  0.3866976  0.0000117
 5.290  0.3866932  0.0000115
 5.310  0.3866917  0.0000116
 5.330  0.3866841  0.0000114
 5.350  0.3866838  0.0000116
 5.370  0.3866845  0.0000118
 5.390  0.3866837  0.0000116
 5.410  0.3866822  0.0000116
 5.430  0.3866833  0.0000118
 5.450  0.3866703  0.0000117
 5.470  0.3866731  0.0000115
 5.490  0.3866654  0.0000116
 5.510  0.3866638  0.0000118
 5.530  0.3866705  0.0000115
 5.550  0.3866764  0.0000115
 5.570  0.3866635  0.0000116
 5.590  0.3866748  0.0000116
 5.610  0.3866726  0.0000116
 5.630  0.3866654  0.0000117
 5.650  0.3866632  0.0000115
 5.670  0.3866644  0.0000117
 5.690  0.3866592  0.0000117
 5.710  0.3866687  0.0000115
 5.730  0.3866683  0.0000115
 5.750  0.3866724  0.0000115
 5.770  0.3866732  0.0000116
 5.790  0.3866750  0.0000116
 5.810  0.3866708  0.0000115
 5.830  0.3866773  0.0000115
 5.850  0.3866743  0.0000116
 5.870  0.3866707  0.0000115
 5.890  0.3866800  0.0000116
 5.910  0.3866715  0.0000116
 5.930  0.3866755  0.0000115
 5.950  0.3866804  0.0000117
 5.970  0.3866745  0.0000117
 5.990  0.3866734  0.0000115
 6.010  0.3866719  0.0000116
 6.030  0.3866779  0.0000116
 6.050  0.3866630  0.0000116
 6.070  0.3866715  0.0000115
 6.090  0.3866765  0.0000117
 6.110  0.3866738  0.0000117
 6.130  0.3866710  0.0000117
 6.150  0.3866844  0.0000118
 6.170  0.3866672  0.0000114
 6.190  0.3866764  0.0000116
 6.210  0.3866806  0.0000116
 6.230  0.3866687  0.0000116
 6.250  0.3866791  0.0000117
 6.270  0.3866690  0.0000117
 6.290  0.3866751  0.0000116
 6.310  0.3866783  0.0000116
 6.330  0.3866831  0.0000116
 6.350  0.3866740  0.0000116
 6.370  0.3866803  0.0000115
 6.390  0.3866625  0.0000114
 6.410  0.3866698  0.0000117
 6.430  0.3866786  0.0000117
 6.450  0.3866791  0.0000116
 6.470  0.3866803  0.0000115
 6.490  0.3866711  0.0000116
 6.510  0.3866785  0.0000115
 6.530  0.3866724  0.0000114
 6.550  0.3866801  0.0000117
 6.570  0.3866788  0.0000117
 6.590  0.3866782  0.0000115
 6.610  0.3866715  0.0000117
 6.630  0.3866666  0.0000115
 6.650  0.3866671  0.0000117
 6.670  0.3866711  0.0000118
 6.690  0.3866783  0.0000113
 6.710  0.3866759  0.0000115
 6.730  0.3866765  0.0000117
 6.750  0.3866739  0.0000115
 6.770  0.3866781  0.0000116
 6.790  0.3866629  0.0000115
 6.810  0.3866715  0.0000116
 6.830  0.3866745  0.0000116
 6.850  0.3866727  0.0000115
 6.870  0.3866785  0.0000115
 6.890  0.3866859  0.0000113
 6.910  0.3866748  0.0000116
 6.930  0.3866794  0.0000115
 6.950  0.3866771  0.0000115
 6.970  0.3866747  0.0000115
 6.990  0.3866810  0.0000115
 7.010  0.3866817  0.0000115
 7.030  0.3866740  0.0000116
 7.050  0.3866714  0.0000114
 7.070  0.3866705  0.0000115
 7.090  0.3866733  0.0000112
 7.110  0.3866704  0.0000116
 7.130  0.3866756  0.0000115
 7.150  0.3866824  0.0000114
 7.170  0.3866804  0.0000115
 7.190  0.3866676  0.0000116
 7.210  0.3866733  0.0000115
 7.230  0.3866771  0.0000114
 7.250  0.3866767  0.0000116
 7.270  0.3866692  0.0000115
 7.290  0.3866709  0.0000114
 7.310  0.3866683  0.0000118
 7.330  0.3866692  0.0000116
 7.350  0.3866758  0.0000116
 7.370  0.3866787  0.0000117
 7.390  0.3866694  0.0000116
 7.410  0.3866735  0.0000115
 7.430  0.3866692  0.0000113
 7.450  0.3866793  0.0000114
 7.470  0.3866710  0.0000115
 7.490  0.3866705  0.0000115
 7.510  0.3866758  0.0000115
 7.530  0.3866719  0.0000115
 7.550  0.3866710  0.0000118
 7.570  0.3866824  0.0000116
 7.590  0.3866677  0.0000113
 7.610  0.3866716  0.0000114
 7.630  0.3866814  0.0000116
 7.650  0.3866725  0.0000116
 7.670  0.3866771  0.0000115
 7.690  0.3866839  0.0000115
 7.710  0.3866702  0.0000114
 7.730  0.3866761  0.0000116
 7.750  0.3866824  0.0000116
 7.770  0.3866831  0.0000114
 7.790  0.3866826  0.0000115
 7.810  0.3866751  0.0000115
 7.830  0.3866769  0.0000116
 7.850  0.3866782  0.0000115
 7.870  0.3866804  0.0000112
 7.890  0.3866817  0.0000113
 7.910  0.3866766  0.0000113
 7.930  0.3866839  0.0000114
 7.950  0.3866808  0.0000115
 7.970  0.3866879  0.0000114
 7.990  0.3866772  0.0000113
 8.010  0.3866803  0.0000116
 8.030  0.3866768  0.0000114
 8.050  0.3866901  0.0000115
 8.070  0.3866743  0.0000114
 8.090  0.3866716  0.0000112
 8.110  0.3866849  0.0000114
 8.130  0.3866742  0.0000116
 8.150  0.3866764  0.0000112
 8.170  0.3866728  0.0000115
 8.190  0.3866652  0.0000113
 8.210  0.3866696  0.0000114
 8.230  0.3866609  0.0000115
 8.250  0.3866715  0.0000113
 8.270  0.3866754  0.0000114
 8.290  0.3866700  0.0000113
 8.310  0.3866704  0.0000113
 8.330  0.3866703  0.0000115
 8.350  0.3866704  0.0000114
 8.370  0.3866745  0.0000115
 8.390  0.3866771  0.0000115
 8.410  0.3866744  0.0000114
 8.430  0.3866713  0.0000114
 8.450  0.3866762  0.0000115
 8.470  0.3866663  0.0000116
 8.490  0.3866744  0.0000113
 8.510  0.3866763  0.0000114
 8.530  0.3866758  0.0000114
 8.550  0.3866711  0.0000112
 8.570  0.3866844  0.0000112
 8.590  0.3866756  0.0000113
 8.610  0.3866849  0.0000113
 8.630  0.3866739  0.0000114
 8.650  0.3866803  0.0000114
 8.670  0.3866766  0.0000115
 8.690  0.3866781  0.0000113
 8.710  0.3866777  0.0000113
 8.730  0.3866772  0.0000113
 8.750  0.3866765  0.0000114
 8.770  0.3866734  0.0000114
 8.790  0.3866721  0.0000115
 8.810  0.3866730  0.0000115
 8.830  0.3866673  0.0000116
 8.850  0.3866793  0.0000114
 8.870  0.3866706  0.0000114
 8.890  0.3866775  0.0000113
 8.910  0.3866740  0.0000114
 8.930  0.3866771  0.0000114
 8.950  0.3866792  0.0000112
 8.970  0.3866771  0.0000113
 8.990  0.3866769  0.0000113
 9.010  0.3866752  0.0000115
 9.030  0.3866800  0.0000112
 9.050  0.3866795  0.0000113
 9.070  0.3866738  0.0000113
 9.090  0.3866677  0.0000113
 9.110  0.3866793  0.0000115
 9.130  0.3866679  0.0000115
 9.150  0.3866741  0.0000114
 9.170  0.3866706  0.0000115
 9.190  0.3866682  0.0000114
 9.210  0.3866667  0.0000116
 9.230  0.3866694  0.0000114
 9.250  0.3866756  0.0000115
 9.270  0.3866778  0.0000114
 9.290  0.3866754  0.0000112
 9.310  0.3866719  0.0000113
 9.330  0.3866712  0.0000112
 9.350  0.3866733  0.0000113
 9.370  0.3866711  0.0000115
 9.390  0.3866725  0.0000112
 9.410  0.3866647  0.0000114
 9.430  0.3866745  0.0000113
 9.450  0.3866708  0.0000111
 9.470  0.3866754  0.0000113
 9.490  0.3866721  0.0000113
 9.510  0.3866571  0.0000113
 9.530  0.3866693  0.0000113
 9.550  0.3866757  0.0000115
 9.570  0.3866743  0.0000113
 9.590  0.3866750  0.0000114
 9.610  0.3866747  0.0000113
 9.630  0.3866693  0.0000116
 9.650  0.3866758  0.0000112
 9.670  0.3866715  0.0000114
 9.690  0.3866781  0.0000113
 9.710  0.3866745  0.0000112
 9.730  0.3866766  0.0000111
 9.750  0.3866798  0.0000114
 9.770  0.3866737  0.0000114
 9.790  0.3866726  0.0000114
 9.810  0.3866719  0.0000115
 9.830  0.3866796  0.0000115
 9.850  0.3866788  0.0000114
 9.870  0.3866749  0.0000114
 9.890  0.3866756  0.0000114
 9.910  0.3866764  0.0000112
 9.930  0.3866735  0.0000114
 9.950  0.3866718  0.0000111
 9.970  0.3866756  0.0000114
 9.990  0.3866750  0.0000112
10.010  0.3866621  0.0000111
10.030  0.3866732  0.0000113
10.050  0.3866750  0.0000115
10.070  0.3866686  0.0000115
10.090  0.3866736  0.0000114
10.110  0.3866759  0.0000110
10.130  0.3866695  0.0000115
10.150  0.3866761  0.0000113
10.170  0.3866706  0.0000113
10.190  0.3866762  0.0000114
10.210  0.3866764  0.0000114
10.230  0.3866757  0.0000114
10.250  0.3866775  0.0000111
10.270  0.3866787  0.0000114
10.290  0.3866643  0.0000114
10.310  0.3866735  0.0000115
10.330  0.3866773  0.0000114
10.350  0.3866804  0.0000114
10.370  0.3866777  0.0000114
10.390  0.3866836  0.0000114
10.410  0.3866807  0.0000117
10.430  0.3866716  0.0000115
10.450  0.3866773  0.0000114
10.470  0.3866768  0.0000113
10.490  0.3866778  0.0000114
10.510  0.3866726  0.0000114
10.530  0.3866776  0.0000112
10.550  0.3866730  0.0000112
10.570  0.3866678  0.0000113
10.590  0.3866680  0.0000114
10.610  0.3866771  0.0000114
10.630  0.3866801  0.0000115
10.650  0.3866833  0.0000113
10.670  0.3866796  0.0000113
10.690  0.3866747  0.0000114
10.710  0.3866673  0.0000114
10.730  0.3866701  0.0000114
10.750  0.3866736  0.0000115
10.770  0.3866720  0.0000113
10.790  0.3866745  0.0000114
10.810  0.3866754  0.0000115
10.830  0.3866809  0.0000113
10.850  0.3866762  0.0000114
10.870  0.3866785  0.0000116
10.890  0.3866697  0.0000112
10.910  0.3866792  0.0000114
10.930  0.3866573  0.0000112
10.950  0.3866618  0.0000114
10.970  0.3866650  0.0000113
10.990  0.3866614  0.0000113
11.010  0.3866600  0.0000112
11.030  0.3866646  0.0000111
11.050  0.3866801  0.0000114
11.070  0.3866710  0.0000112
11.090  0.3866744  0.0000114
11.110  0.3866703  0.0000115
11.130  0.3866730  0.0000112
11.150  0.3866747  0.0000114
11.170  0.3866668  0.0000113
11.190  0.3866758  0.0000114
11.210  0.3866849  0.0000113
11.230  0.3866777  0.0000113
11.250  0.3866674  0.0000115
11.270  0.3866781  0.0000114
11.290  0.3866804  0.0000114
11.310  0.3866857  0.0000112
11.330  0.3866773  0.0000113
11.350  0.3866755  0.0000112
11.370  0.3866778  0.0000112
11.390  0.3866769  0.0000112
11.410  0.3866735  0.0000112
11.430  0.3866662  0.0000112
11.450  0.3866755  0.0000115
11.470  0.3866758  0.0000113
11.490  0.3866701  0.0000114
11.510  0.3866795  0.0000114
11.530  0.3866685  0.0000112
11.550  0.3866765  0.0000114
11.570  0.3866806  0.0000112
11.590  0.3866792  0.0000111
11.610  0.3866811  0.0000112
11.630  0.3866750  0.0000112
11.650  0.3866749  0.0000112
11.670  0.3866780  0.0000114
11.690  0.3866781  0.0000113
11.710  0.3866803  0.0000111
11.730  0.3866806  0.0000113
11.750  0.3866780  0.0000112
11.770  0.3866866  0.0000115
11.790  0.3866724  0.0000113
11.810  0.3866822  0.0000112
11.830  0.3866779  0.0000113
11.850  0.3866780  0.0000113
11.870  0.3866791  0.0000111
11.890  0.3866807  0.0000113
11.910  0.3866732  0.0000112
11.930  0.3866789  0.0000112
11.950  0.3866786  0.0000113
11.970  0.3866863  0.0000112
11.990  0.3866819  0.0000113
12.010  0.3866692  0.0000112
12.030  0.3866759  0.0000114
12.050  0.3866804  0.0000111
12.070  0.3866740  0.0000114
12.090  0.3866730  0.0000110
12.110  0.3866770  0.0000113
12.130  0.3866621  0.0000114
12.150  0.3866602  0.0000114
12.170  0.3866700  0.0000113
12.190  0.3866726  0.0000114
12.210  0.3866637  0.0000110
12.230  0.3866720  0.0000112
12.250  0.3866763  0.0000113
12.270  0.3866867  0.0000113
12.290  0.3866646  0.0000113
12.310  0.3866674  0.0000114
12.330  0.3866714  0.0000111
12.350  0.3866754  0.0000112
12.370  0.3866788  0.0000116
12.390  0.3866786  0.0000113
12.410  0.3866775  0.0000112
12.430  0.3866819  0.0000113
12.450  0.3866836  0.0000115
12.470  0.3866765  0.0000112
12.490  0.3866783  0.0000113
12.510  0.3866772  0.0000111
12.530  0.3866778  0.0000114
12.550  0.3866786  0.0000112
12.570  0.3866716  0.0000113
12.590  0.3866695  0.0000113
12.610  0.3866753  0.0000113
12.630  0.3866802  0.0000115
12.650  0.3866707  0.0000113
12.670  0.3866784  0.0000113
12.690  0.3866717  0.0000109
12.710  0.3866790  0.0000112
12.730  0.3866760  0.0000114
12.750  0.3866775  0.0000113
12.770  0.3866830  0.0000114
12.790  0.3866707  0.0000113
12.810  0.3866738  0.0000113
12.830  0.3866727  0.0000113
12.850  0.3866759  0.0000113
12.870  0.3866857  0.0000112
12.890  0.3866754  0.0000112
12.910  0.3866671  0.0000112
12.930  0.3866788  0.0000114
12.950  0.3866816  0.0000112
12.970  0.3866850  0.0000112
12.990  0.3866774  0.0000113
13.010  0.3866713  0.0000112
13.030  0.3866767  0.0000114
13.050  0.3866799  0.0000112
13.070  0.3866758  0.0000114
13.090  0.3866716  0.0000112
13.110  0.3866795  0.0000115
13.130  0.3866877  0.0000113
13.150  0.3866901  0.0000114
13.170  0.3866751  0.0000112
13.190  0.3866865  0.0000115
13.210  0.3866702  0.0000112
13.230  0.3866736  0.0000113
13.250  0.3866787  0.0000113
13.270  0.3866812  0.0000113
13.290  0.3866825  0.0000113
13.310  0.3866704  0.0000112
13.330  0.3866788  0.0000111
13.350  0.3866793  0.0000114
13.370  0.3866686  0.0000112
13.390  0.3866744  0.0000113
13.410  0.3866672  0.0000112
13.430  0.3866777  0.0000111
13.450  0.3866726  0.0000112
13.470  0.3866715  0.0000113
13.490  0.3866708  0.0000112
13.510  0.3866732  0.0000114
13.530  0.3866769  0.0000113
13.550  0.3866679  0.0000112
13.570  0.3866731  0.0000111
13.590  0.3866856  0.0000114
13.610  0.3866714  0.0000112
13.630  0.3866676  0.0000112
13.650  0.3866751  0.0000112
13.670  0.3866770  0.0000112
13.690  0.3866719  0.0000112
13.710  0.3866784  0.0000114
13.730  0.3866802  0.0000113
13.750  0.3866604  0.0000113
13.770  0.3866796  0.0000114
13.790  0.3866675  0.0000113
13.810  0.3866784  0.0000113
13.830  0.3866748  0.0000114
13.850  0.3866682  0.0000111
13.870  0.3866612  0.0000112
13.890  0.3866780  0.0000113
13.910  0.3866710  0.0000112
13.930  0.3866697  0.0000115
13.950  0.3866758  0.0000110
13.970  0.3866835  0.0000111
13.990  0.3866734  0.0000112
14.010  0.3866680  0.0000113
14.030  0.3866765  0.0000110
14.050  0.3866705  0.0000114
14.070  0.3866746  0.0000111
14.090  0.3866741  0.0000113
14.110  0.3866683  0.0000113
14.130  0.3866729  0.0000113
14.150  0.3866746  0.0000112
14.170  0.3866737  0.0000112
14.190  0.3866754  0.0000113
14.210  0.3866722  0.0000114
14.230  0.3866785  0.0000113
14.250  0.3866812  0.0000112
14.270  0.3866762  0.0000113
14.290  0.3866703  0.0000113
14.310  0.3866821  0.0000114
14.330  0.3866812  0.0000115
14.350  0.3866808  0.0000110
14.370  0.3866781  0.0000111
14.390  0.3866711  0.0000111
14.410  0.3866854  0.0000112
14.430  0.3866819  0.0000112
14.450  0.3866769  0.0000113
14.470  0.3866861  0.0000113
14.490  0.3866727  0.0000113
14.510  0.3866768  0.0000113
14.530  0.3866910  0.0000114
14.550  0.3866766  0.0000112
14.570  0.3866776  0.0000111
14.590  0.3866771  0.0000111
14.610  0.3866815  0.0000114
14.630  0.3866849  0.0000111
14.650  0.3866759  0.0000110
14.670  0.3866753  0.0000113
14.690  0.3866715  0.0000111
14.710  0.3866765  0.0000111
14.730  0.3866701  0.0000113
14.750  0.3866737  0.0000112
14.770  0.3866795  0.0000111
14.790  0.3866853  0.0000110
14.810  0.3866763  0.0000112
14.830  0.3866722  0.0000113
14.850  0.3866721  0.0000109
14.870  0.3866715  0.0000113
14.890  0.3866702  0.0000113
14.910  0.3866717  0.0000111
14.930  0.3866804  0.0000111
14.950  0.3866707  0.0000110
14.970  0.3866809  0.0000112
14.990  0.3866707  0.0000113
15.010  0.3866698  0.0000112
15.030  0.3866770  0.0000113
15.050  0.3866782  0.0000112
15.070  0.3866728  0.0000111
15.090  0.3866737  0.0000113
15.110  0.3866723  0.0000110
15.130  0.3866727  0.0000112
15.150  0.3866635  0.0000110
15.170  0.3866606  0.0000111
15.190  0.3866775  0.0000112
15.210  0.3866773  0.0000111
15.230  0.3866606  0.0000113
15.250  0.3866763  0.0000112
15.270  0.3866799  0.0000112
15.290  0.3866793  0.0000113
15.310  0.3866773  0.0000114
15.330  0.3866859  0.0000113
15.350  0.3866780  0.0000110
15.370  0.3866827  0.0000113
15.390  0.3866798  0.0000113
15.410  0.3866644  0.0000112
15.430  0.3866785  0.0000113
15.450  0.3866766  0.0000111
15.470  0.3866665  0.0000113
15.490  0.3866693  0.0000113
15.510  0.3866692  0.0000110
15.530  0.3866781  0.0000110
15.550  0.3866869  0.0000111
15.570  0.3866687  0.0000112
15.590  0.3866776  0.0000112
15.610  0.3866733  0.0000110
15.630  0.3866768  0.0000111
15.650  0.3866705  0.0000113
15.670  0.3866788  0.0000113
15.690  0.3866784  0.0000113
15.710  0.3866885  0.0000112
15.730  0.3866716  0.0000113
15.750  0.3866722  0.0000112
15.770  0.3866793  0.0000111
15.790  0.3866770  0.0000111
15.810  0.3866669  0.0000112
15.830  0.3866806  0.0000112
15.850  0.3866738  0.0000114
15.870  0.3866848  0.0000111
15.890  0.3866733  0.0000112
15.910  0.3866701  0.0000113
15.930  0.3866711  0.0000112
15.950  0.3866764  0.0000112
15.970  0.3866682  0.0000111
15.990  0.3866739  0.0000114
16.010  0.3866769  0.0000111
16.030  0.3866725  0.0000110
16.050  0.3866802  0.0000113
16.070  0.3866738  0.0000113
16.090  0.3866777  0.0000114
16.110  0.3866755  0.0000113
16.130  0.3866770  0.0000113
16.150  0.3866699  0.0000113
16.170  0.3866776  0.0000112
16.190  0.3866711  0.0000111
16.210  0.3866737  0.0000112
16.230  0.3866692  0.0000112
16.250  0.3866787  0.0000114
16.270  0.3866772  0.0000111
16.290  0.3866809  0.0000112
16.310  0.3866820  0.0000112
16.330  0.3866729  0.0000111
16.350  0.3866785  0.0000110
16.370  0.3866749  0.0000113
16.390  0.3866807  0.0000112
16.410  0.3866690  0.0000113
16.430  0.3866785  0.0000113
16.450  0.3866751  0.0000114
16.470  0.3866777  0.0000111
16.490  0.3866778  0.0000110
16.510  0.3866697  0.0000114
16.530  0.3866735  0.0000112
16.550  0.3866747  0.0000113
16.570  0.3866748  0.0000111
16.590  0.3866668  0.0000114
16.610  0.3866737  0.0000112
16.630  0.3866774  0.0000112
16.650  0.3866739  0.0000113
16.670  0.3866673  0.0000114
16.690  0.3866764  0.0000115
16.710  0.3866757  0.0000112
16.730  0.3866622  0.0000111
16.750  0.3866732  0.0000110
16.770  0.3866771  0.0000114
16.790  0.3866705  0.0000113
16.810  0.3866722  0.0000113
16.830  0.3866702  0.0000112
16.850  0.3866685  0.0000109
16.870  0.3866701  0.0000111
16.890  0.3866750  0.0000113
16.910  0.3866830  0.0000112
16.930  0.3866702  0.0000114
16.950  0.3866768  0.0000114
16.970  0.3866770  0.0000112
16.990  0.3866727  0.0000112
17.010  0.3866765  0.0000115
17.030  0.3866790  0.0000113
17.050  0.3866827  0.0000113
17.070  0.3866777  0.0000110
