% Density Profile of Hard Spheres at a Hard Flat Wall: rho(z), rho(z < 0.5) = 0
% Bulk density: rho (95% CI) = 0.92632573(0.00000508)
%
% rho_i is the average density in the interval [z_i-0.01, z_i+0.01]
%
%  z_i    rho_i     95% CI 
 3.150  1.1421499  0.0001569
 3.170  1.1899734  0.0001644
 3.190  1.2311587  0.0001662
 3.210  1.2639194  0.0001673
 3.230  1.2872445  0.0001689
 3.250  1.3000537  0.0001710
 3.270  1.3024968  0.0001663
 3.290  1.2947085  0.0001671
 3.310  1.2776200  0.0001641
 3.330  1.2522966  0.0001598
 3.350  1.2202530  0.0001579
 3.370  1.1830428  0.0001497
 3.390  1.1421023  0.0001463
 3.410  1.0991629  0.0001441
 3.430  1.0550982  0.0001432
 3.450  1.0115192  0.0001405
 3.470  0.9689933  0.0001357
 3.490  0.9287603  0.0001320
 3.510  0.8909479  0.0001312
 3.530  0.8561881  0.0001276
 3.550  0.8246869  0.0001281
 3.570  0.7966454  0.0001250
 3.590  0.7720419  0.0001240
 3.610  0.7511917  0.0001210
 3.630  0.7338356  0.0001214
 3.650  0.7199656  0.0001204
 3.670  0.7096112  0.0001183
 3.690  0.7026284  0.0001201
 3.710  0.6991017  0.0001197
 3.730  0.6988552  0.0001195
 3.750  0.7018274  0.0001194
 3.770  0.7081013  0.0001188
 3.790  0.7173371  0.0001210
 3.810  0.7298321  0.0001211
 3.830  0.7452402  0.0001203
 3.850  0.7636949  0.0001222
 3.870  0.7848487  0.0001245
 3.890  0.8085251  0.0001264
 3.910  0.8345459  0.0001287
 3.930  0.8624740  0.0001299
 3.950  0.8917742  0.0001344
 3.970  0.9221349  0.0001377
 3.990  0.9528831  0.0001390
 4.010  0.9831443  0.0001398
 4.030  1.0122372  0.0001440
 4.050  1.0395311  0.0001451
 4.070  1.0641323  0.0001453
 4.090  1.0854745  0.0001447
 4.110  1.1027673  0.0001455
 4.130  1.1157005  0.0001489
 4.150  1.1239308  0.0001493
 4.170  1.1273608  0.0001471
 4.190  1.1260803  0.0001470
 4.210  1.1202252  0.0001472
 4.230  1.1102006  0.0001470
 4.250  1.0963491  0.0001427
 4.270  1.0794620  0.0001407
 4.290  1.0600300  0.0001421
 4.310  1.0388064  0.0001402
 4.330  1.0161900  0.0001363
 4.350  0.9929191  0.0001354
 4.370  0.9694065  0.0001351
 4.390  0.9462840  0.0001332
 4.410  0.9238748  0.0001317
 4.430  0.9027931  0.0001281
 4.450  0.8828579  0.0001306
 4.470  0.8647294  0.0001267
 4.490  0.8483926  0.0001242
 4.510  0.8339913  0.0001265
 4.530  0.8218074  0.0001240
 4.550  0.8116213  0.0001250
 4.570  0.8037292  0.0001250
 4.590  0.7979447  0.0001240
 4.610  0.7945806  0.0001225
 4.630  0.7932337  0.0001229
 4.650  0.7941554  0.0001258
 4.670  0.7971553  0.0001242
 4.690  0.8023192  0.0001238
 4.710  0.8092946  0.0001236
 4.730  0.8183126  0.0001235
 4.750  0.8290110  0.0001261
 4.770  0.8413734  0.0001255
 4.790  0.8550234  0.0001271
 4.810  0.8699239  0.0001285
 4.830  0.8857702  0.0001312
 4.850  0.9023579  0.0001341
 4.870  0.9192009  0.0001315
 4.890  0.9361207  0.0001335
 4.910  0.9526688  0.0001357
 4.930  0.9686244  0.0001350
 4.950  0.9835291  0.0001397
 4.970  0.9970136  0.0001368
 4.990  1.0087113  0.0001390
 5.010  1.0186241  0.0001386
 5.030  1.0263226  0.0001390
 5.050  1.0317130  0.0001398
 5.070  1.0347221  0.0001418
 5.090  1.0354358  0.0001401
 5.110  1.0337643  0.0001395
 5.130  1.0298626  0.0001381
 5.150  1.0239485  0.0001349
 5.170  1.0162979  0.0001368
 5.190  1.0069635  0.0001358
 5.210  0.9963091  0.0001351
 5.230  0.9848499  0.0001368
 5.250  0.9724265  0.0001305
 5.270  0.9597939  0.0001320
 5.290  0.9469826  0.0001327
 5.310  0.9341688  0.0001306
 5.330  0.9217831  0.0001318
 5.350  0.9099507  0.0001316
 5.370  0.8989498  0.0001266
 5.390  0.8887389  0.0001295
 5.410  0.8795516  0.0001283
 5.430  0.8714868  0.0001278
 5.450  0.8646642  0.0001276
 5.470  0.8592153  0.0001250
 5.490  0.8549498  0.0001238
 5.510  0.8519998  0.0001252
 5.530  0.8504821  0.0001261
 5.550  0.8502476  0.0001260
 5.570  0.8515104  0.0001266
 5.590  0.8538866  0.0001244
 5.610  0.8576702  0.0001253
 5.630  0.8623590  0.0001252
 5.650  0.8682163  0.0001268
 5.670  0.8749338  0.0001286
 5.690  0.8826332  0.0001268
 5.710  0.8908845  0.0001273
 5.730  0.8997590  0.0001286
 5.750  0.9089910  0.0001286
 5.770  0.9183650  0.0001300
 5.790  0.9277195  0.0001315
 5.810  0.9370990  0.0001311
 5.830  0.9459280  0.0001318
 5.850  0.9541659  0.0001327
 5.870  0.9619397  0.0001353
 5.890  0.9687113  0.0001361
 5.910  0.9745620  0.0001349
 5.930  0.9792521  0.0001354
 5.950  0.9827649  0.0001347
 5.970  0.9850340  0.0001334
 5.990  0.9860637  0.0001360
 6.010  0.9860640  0.0001342
 6.030  0.9844438  0.0001329
 6.050  0.9820297  0.0001333
 6.070  0.9785045  0.0001331
 6.090  0.9741698  0.0001325
 6.110  0.9687368  0.0001327
 6.130  0.9628805  0.0001325
 6.150  0.9564937  0.0001308
 6.170  0.9496731  0.0001309
 6.190  0.9425987  0.0001332
 6.210  0.9355838  0.0001282
 6.230  0.9285351  0.0001285
 6.250  0.9216296  0.0001282
 6.270  0.9151131  0.0001267
 6.290  0.9089582  0.0001260
 6.310  0.9033998  0.0001265
 6.330  0.8984689  0.0001280
 6.350  0.8940558  0.0001280
 6.370  0.8903292  0.0001281
 6.390  0.8873628  0.0001250
 6.410  0.8852532  0.0001281
 6.430  0.8838683  0.0001281
 6.450  0.8833232  0.0001273
 6.470  0.8835690  0.0001284
 6.490  0.8846514  0.0001246
 6.510  0.8863957  0.0001282
 6.530  0.8887441  0.0001269
 6.550  0.8918098  0.0001276
 6.570  0.8953519  0.0001287
 6.590  0.8994845  0.0001259
 6.610  0.9040565  0.0001300
 6.630  0.9088683  0.0001297
 6.650  0.9139805  0.0001296
 6.670  0.9193373  0.0001282
 6.690  0.9244660  0.0001329
 6.710  0.9297387  0.0001316
 6.730  0.9347846  0.0001309
 6.750  0.9395472  0.0001294
 6.770  0.9438856  0.0001332
 6.790  0.9479321  0.0001339
 6.810  0.9513492  0.0001325
 6.830  0.9543044  0.0001313
 6.850  0.9565084  0.0001321
 6.870  0.9580808  0.0001326
 6.890  0.9590733  0.0001334
 6.910  0.9593518  0.0001322
 6.930  0.9590360  0.0001308
 6.950  0.9580021  0.0001309
 6.970  0.9563981  0.0001326
 6.990  0.9542785  0.0001316
 7.010  0.9518411  0.0001312
 7.030  0.9487492  0.0001317
 7.050  0.9453365  0.0001296
 7.070  0.9417109  0.0001288
 7.090  0.9378948  0.0001300
 7.110  0.9340248  0.0001288
 7.130  0.9300714  0.0001298
 7.150  0.9261469  0.0001266
 7.170  0.9224718  0.0001306
 7.190  0.9188155  0.0001288
 7.210  0.9154751  0.0001322
 7.230  0.9123672  0.0001315
 7.250  0.9097180  0.0001274
 7.270  0.9073255  0.0001301
 7.290  0.9054697  0.0001276
 7.310  0.9039751  0.0001280
 7.330  0.9028643  0.0001292
 7.350  0.9022790  0.0001290
 7.370  0.9022369  0.0001260
 7.390  0.9025756  0.0001289
 7.410  0.9032324  0.0001255
 7.430  0.9043958  0.0001280
 7.450  0.9060127  0.0001300
 7.470  0.9078566  0.0001287
 7.490  0.9100385  0.0001291
 7.510  0.9125893  0.0001279
 7.530  0.9150404  0.0001295
 7.550  0.9179648  0.0001293
 7.570  0.9207772  0.0001272
 7.590  0.9237786  0.0001284
 7.610  0.9267027  0.0001301
 7.630  0.9294418  0.0001294
 7.650  0.9322241  0.0001315
 7.670  0.9347657  0.0001320
 7.690  0.9372090  0.0001306
 7.710  0.9391571  0.0001334
 7.730  0.9409530  0.0001299
 7.750  0.9423616  0.0001320
 7.770  0.9434017  0.0001311
 7.790  0.9442447  0.0001310
 7.810  0.9445959  0.0001295
 7.830  0.9446415  0.0001303
 7.850  0.9443184  0.0001311
 7.870  0.9435973  0.0001310
 7.890  0.9425855  0.0001281
 7.910  0.9413319  0.0001289
 7.930  0.9397551  0.0001314
 7.950  0.9379059  0.0001283
 7.970  0.9361588  0.0001290
 7.990  0.9340251  0.0001296
 8.010  0.9319041  0.0001308
 8.030  0.9297053  0.0001300
 8.050  0.9275699  0.0001299
 8.070  0.9253772  0.0001292
 8.090  0.9233731  0.0001315
 8.110  0.9213515  0.0001269
 8.130  0.9196602  0.0001284
 8.150  0.9178663  0.0001294
 8.170  0.9164789  0.0001300
 8.190  0.9151923  0.0001260
 8.210  0.9142756  0.0001293
 8.230  0.9135504  0.0001294
 8.250  0.9131367  0.0001291
 8.270  0.9129091  0.0001278
 8.290  0.9129686  0.0001256
 8.310  0.9131730  0.0001275
 8.330  0.9138109  0.0001273
 8.350  0.9144686  0.0001279
 8.370  0.9153670  0.0001297
 8.390  0.9166951  0.0001279
 8.410  0.9177930  0.0001269
 8.430  0.9192355  0.0001300
 8.450  0.9207767  0.0001275
 8.470  0.9223947  0.0001295
 8.490  0.9239833  0.0001284
 8.510  0.9255996  0.0001303
 8.530  0.9272199  0.0001288
 8.550  0.9287782  0.0001299
 8.570  0.9302537  0.0001266
 8.590  0.9316870  0.0001281
 8.610  0.9327546  0.0001267
 8.630  0.9337758  0.0001281
 8.650  0.9347716  0.0001304
 8.670  0.9354232  0.0001300
 8.690  0.9360084  0.0001300
 8.710  0.9363687  0.0001298
 8.730  0.9364500  0.0001291
 8.750  0.9364577  0.0001295
 8.770  0.9361121  0.0001298
 8.790  0.9356428  0.0001283
 8.810  0.9351023  0.0001295
 8.830  0.9343484  0.0001288
 8.850  0.9334089  0.0001292
 8.870  0.9325374  0.0001309
 8.890  0.9313540  0.0001313
 8.910  0.9301472  0.0001296
 8.930  0.9290146  0.0001277
 8.950  0.9277370  0.0001290
 8.970  0.9265279  0.0001294
 8.990  0.9252914  0.0001268
 9.010  0.9242292  0.0001304
 9.030  0.9231923  0.0001288
 9.050  0.9222125  0.0001300
 9.070  0.9213721  0.0001301
 9.090  0.9205617  0.0001288
 9.110  0.9199572  0.0001316
 9.130  0.9194425  0.0001324
 9.150  0.9190644  0.0001306
 9.170  0.9189461  0.0001280
 9.190  0.9187981  0.0001292
 9.210  0.9188764  0.0001296
 9.230  0.9190529  0.0001319
 9.250  0.9193984  0.0001261
 9.270  0.9199849  0.0001280
 9.290  0.9203941  0.0001275
 9.310  0.9211585  0.0001304
 9.330  0.9219733  0.0001276
 9.350  0.9226955  0.0001319
 9.370  0.9236101  0.0001276
 9.390  0.9245240  0.0001292
 9.410  0.9254072  0.0001279
 9.430  0.9263438  0.0001280
 9.450  0.9272311  0.0001289
 9.470  0.9280129  0.0001296
 9.490  0.9288628  0.0001299
 9.510  0.9296984  0.0001275
 9.530  0.9301825  0.0001315
 9.550  0.9307318  0.0001282
 9.570  0.9311126  0.0001304
 9.590  0.9314441  0.0001283
 9.610  0.9317545  0.0001293
 9.630  0.9318622  0.0001303
 9.650  0.9318575  0.0001304
 9.670  0.9318350  0.0001290
 9.690  0.9316984  0.0001294
 9.710  0.9313745  0.0001271
 9.730  0.9309824  0.0001294
 9.750  0.9305200  0.0001287
 9.770  0.9299338  0.0001310
 9.790  0.9294907  0.0001292
 9.810  0.9289908  0.0001290
 9.830  0.9282662  0.0001314
 9.850  0.9276354  0.0001275
 9.870  0.9269212  0.0001293
 9.890  0.9262175  0.0001303
 9.910  0.9255963  0.0001288
 9.930  0.9249498  0.0001287
 9.950  0.9244495  0.0001292
 9.970  0.9238201  0.0001307
 9.990  0.9232901  0.0001282
10.010  0.9230909  0.0001288
10.030  0.9226564  0.0001290
10.050  0.9224236  0.0001285
10.070  0.9222021  0.0001282
10.090  0.9221829  0.0001298
10.110  0.9220659  0.0001276
10.130  0.9221278  0.0001283
10.150  0.9222986  0.0001294
10.170  0.9225457  0.0001282
10.190  0.9228544  0.0001279
10.210  0.9232167  0.0001276
10.230  0.9236222  0.0001282
10.250  0.9240111  0.0001298
10.270  0.9245455  0.0001282
10.290  0.9249674  0.0001296
10.310  0.9255881  0.0001284
10.330  0.9260622  0.0001302
10.350  0.9265134  0.0001283
10.370  0.9270483  0.0001310
10.390  0.9274721  0.0001281
10.410  0.9278431  0.0001289
10.430  0.9282377  0.0001308
10.450  0.9285955  0.0001273
10.470  0.9288915  0.0001291
10.490  0.9291167  0.0001298
10.510  0.9292378  0.0001308
10.530  0.9293043  0.0001297
10.550  0.9294985  0.0001299
10.570  0.9294335  0.0001288
10.590  0.9293845  0.0001320
10.610  0.9292437  0.0001314
10.630  0.9290272  0.0001292
10.650  0.9287964  0.0001289
10.670  0.9284660  0.0001297
10.690  0.9283018  0.0001279
10.710  0.9279398  0.0001300
10.730  0.9275436  0.0001274
10.750  0.9272528  0.0001273
10.770  0.9268988  0.0001282
10.790  0.9264831  0.0001276
10.810  0.9261073  0.0001284
10.830  0.9257501  0.0001288
10.850  0.9252931  0.0001269
10.870  0.9251653  0.0001298
10.890  0.9248654  0.0001289
10.910  0.9245804  0.0001309
10.930  0.9243876  0.0001289
10.950  0.9242302  0.0001290
10.970  0.9240938  0.0001299
10.990  0.9240227  0.0001294
11.010  0.9240291  0.0001275
11.030  0.9239641  0.0001264
11.050  0.9240760  0.0001275
11.070  0.9241786  0.0001294
11.090  0.9242721  0.0001303
11.110  0.9245470  0.0001275
11.130  0.9246310  0.0001276
11.150  0.9249419  0.0001287
11.170  0.9251545  0.0001288
11.190  0.9255042  0.0001295
11.210  0.9256336  0.0001282
11.230  0.9259964  0.0001269
11.250  0.9262781  0.0001289
11.270  0.9264862  0.0001309
11.290  0.9267611  0.0001296
11.310  0.9270910  0.0001289
11.330  0.9273526  0.0001281
11.350  0.9275336  0.0001277
11.370  0.9277414  0.0001275
11.390  0.9278373  0.0001282
11.410  0.9280582  0.0001276
11.430  0.9279656  0.0001287
11.450  0.9280879  0.0001286
11.470  0.9281656  0.0001283
11.490  0.9280488  0.0001281
11.510  0.9279480  0.0001292
11.530  0.9278418  0.0001286
11.550  0.9277257  0.0001296
11.570  0.9275494  0.0001282
11.590  0.9274070  0.0001282
11.610  0.9272588  0.0001293
11.630  0.9271095  0.0001291
11.650  0.9269795  0.0001300
11.670  0.9267903  0.0001298
11.690  0.9265621  0.0001288
11.710  0.9263207  0.0001313
11.730  0.9261205  0.0001295
11.750  0.9258293  0.0001278
11.770  0.9257888  0.0001308
11.790  0.9256341  0.0001296
11.810  0.9255105  0.0001298
11.830  0.9252968  0.0001289
11.850  0.9253059  0.0001293
11.870  0.9251893  0.0001272
11.890  0.9251715  0.0001312
11.910  0.9251096  0.0001279
11.930  0.9250954  0.0001290
11.950  0.9249681  0.0001273
11.970  0.9250243  0.0001278
11.990  0.9251839  0.0001308
12.010  0.9252209  0.0001302
12.030  0.9253171  0.0001286
12.050  0.9253747  0.0001281
12.070  0.9256568  0.0001296
12.090  0.9256816  0.0001279
12.110  0.9259480  0.0001277
12.130  0.9259611  0.0001295
12.150  0.9262100  0.0001285
12.170  0.9263987  0.0001292
12.190  0.9264830  0.0001307
12.210  0.9266650  0.0001289
12.230  0.9268283  0.0001293
12.250  0.9269938  0.0001299
12.270  0.9270363  0.0001277
12.290  0.9270994  0.0001285
12.310  0.9271978  0.0001289
12.330  0.9272313  0.0001279
12.350  0.9272548  0.0001277
12.370  0.9271931  0.0001302
12.390  0.9272994  0.0001289
12.410  0.9272252  0.0001281
12.430  0.9271903  0.0001296
12.450  0.9271517  0.0001316
12.470  0.9271284  0.0001291
12.490  0.9269461  0.0001263
12.510  0.9269281  0.0001313
12.530  0.9268154  0.0001303
12.550  0.9267397  0.0001301
12.570  0.9266328  0.0001273
12.590  0.9266010  0.0001309
12.610  0.9263847  0.0001293
12.630  0.9262886  0.0001310
12.650  0.9261674  0.0001302
12.670  0.9260278  0.0001274
12.690  0.9259850  0.0001296
12.710  0.9259151  0.0001278
12.730  0.9258124  0.0001278
12.750  0.9257814  0.0001272
12.770  0.9257295  0.0001290
12.790  0.9256489  0.0001273
12.810  0.9255610  0.0001282
12.830  0.9255990  0.0001275
12.850  0.9257003  0.0001309
12.870  0.9256554  0.0001283
12.890  0.9257015  0.0001289
12.910  0.9256596  0.0001298
12.930  0.9257980  0.0001281
12.950  0.9257709  0.0001278
12.970  0.9259300  0.0001289
12.990  0.9259671  0.0001285
13.010  0.9259497  0.0001312
13.030  0.9261884  0.0001273
13.050  0.9262758  0.0001294
13.070  0.9263097  0.0001290
13.090  0.9264940  0.0001302
13.110  0.9264529  0.0001282
13.130  0.9265531  0.0001290
13.150  0.9266121  0.0001303
13.170  0.9266389  0.0001264
13.190  0.9267351  0.0001292
13.210  0.9267422  0.0001289
13.230  0.9267600  0.0001288
13.250  0.9268404  0.0001272
13.270  0.9266674  0.0001292
13.290  0.9268347  0.0001283
13.310  0.9267545  0.0001290
13.330  0.9267786  0.0001292
13.350  0.9267722  0.0001303
13.370  0.9267390  0.0001284
13.390  0.9267848  0.0001288
13.410  0.9266576  0.0001283
13.430  0.9267271  0.0001305
13.450  0.9265636  0.0001284
13.470  0.9265676  0.0001313
13.490  0.9265272  0.0001310
13.510  0.9264275  0.0001295
13.530  0.9263342  0.0001284
13.550  0.9263187  0.0001271
13.570  0.9261908  0.0001275
13.590  0.9261512  0.0001279
13.610  0.9260809  0.0001291
13.630  0.9260072  0.0001277
13.650  0.9261236  0.0001302
13.670  0.9259886  0.0001290
13.690  0.9260630  0.0001289
13.710  0.9260287  0.0001284
13.730  0.9260144  0.0001281
13.750  0.9260033  0.0001311
13.770  0.9259490  0.0001291
13.790  0.9260129  0.0001313
13.810  0.9259415  0.0001290
13.830  0.9258921  0.0001287
13.850  0.9259840  0.0001274
13.870  0.9259610  0.0001280
13.890  0.9260014  0.0001292
13.910  0.9261326  0.0001312
13.930  0.9262205  0.0001282
13.950  0.9261788  0.0001286
13.970  0.9263746  0.0001298
13.990  0.9263555  0.0001275
14.010  0.9263892  0.0001257
14.030  0.9263943  0.0001281
14.050  0.9264613  0.0001279
14.070  0.9265581  0.0001283
14.090  0.9265705  0.0001287
14.110  0.9265221  0.0001285
14.130  0.9266902  0.0001289
14.150  0.9266473  0.0001318
14.170  0.9266522  0.0001291
14.190  0.9267626  0.0001267
14.210  0.9266622  0.0001291
14.230  0.9265966  0.0001264
14.250  0.9265310  0.0001288
14.270  0.9266769  0.0001303
14.290  0.9264333  0.0001316
14.310  0.9264989  0.0001280
14.330  0.9264057  0.0001292
14.350  0.9264320  0.0001274
14.370  0.9264336  0.0001290
14.390  0.9265334  0.0001271
14.410  0.9263387  0.0001297
14.430  0.9263707  0.0001282
14.450  0.9263036  0.0001262
14.470  0.9263520  0.0001268
14.490  0.9262309  0.0001292
14.510  0.9263265  0.0001290
14.530  0.9262672  0.0001282
14.550  0.9262777  0.0001272
14.570  0.9262545  0.0001268
14.590  0.9262713  0.0001272
14.610  0.9261730  0.0001291
14.630  0.9260228  0.0001268
14.650  0.9261116  0.0001277
14.670  0.9260613  0.0001304
14.690  0.9260982  0.0001300
14.710  0.9260920  0.0001296
14.730  0.9260492  0.0001305
14.750  0.9260604  0.0001293
14.770  0.9260918  0.0001288
14.790  0.9262162  0.0001280
14.810  0.9261606  0.0001321
14.830  0.9262316  0.0001277
14.850  0.9262092  0.0001276
14.870  0.9262375  0.0001291
14.890  0.9262572  0.0001287
14.910  0.9264122  0.0001290
14.930  0.9263675  0.0001294
14.950  0.9264734  0.0001290
14.970  0.9264316  0.0001284
14.990  0.9265872  0.0001287
15.010  0.9264937  0.0001281
15.030  0.9264463  0.0001280
15.050  0.9264852  0.0001299
15.070  0.9264902  0.0001288
15.090  0.9264708  0.0001290
15.110  0.9265327  0.0001312
15.130  0.9264603  0.0001318
15.150  0.9264701  0.0001323
15.170  0.9265193  0.0001323
15.190  0.9265660  0.0001291
15.210  0.9264055  0.0001305
15.230  0.9264337  0.0001302
15.250  0.9263949  0.0001279
15.270  0.9264580  0.0001296
15.290  0.9263280  0.0001275
15.310  0.9263711  0.0001290
15.330  0.9263339  0.0001296
15.350  0.9262386  0.0001276
15.370  0.9261921  0.0001273
15.390  0.9263747  0.0001302
15.410  0.9262033  0.0001278
15.430  0.9263529  0.0001283
15.450  0.9263535  0.0001281
15.470  0.9262926  0.0001304
15.490  0.9262355  0.0001275
15.510  0.9263523  0.0001304
15.530  0.9262077  0.0001289
15.550  0.9262170  0.0001287
15.570  0.9262044  0.0001292
15.590  0.9261541  0.0001285
15.610  0.9261454  0.0001295
15.630  0.9261765  0.0001287
15.650  0.9262161  0.0001303
15.670  0.9261584  0.0001303
15.690  0.9262260  0.0001287
15.710  0.9262165  0.0001292
15.730  0.9263462  0.0001284
15.750  0.9263466  0.0001289
15.770  0.9263063  0.0001284
15.790  0.9265182  0.0001294
15.810  0.9263130  0.0001277
15.830  0.9264162  0.0001266
15.850  0.9263978  0.0001268
15.870  0.9264517  0.0001259
15.890  0.9264320  0.0001275
15.910  0.9262952  0.0001293
15.930  0.9264238  0.0001278
15.950  0.9263387  0.0001268
15.970  0.9263751  0.0001276
15.990  0.9264551  0.0001290
16.010  0.9264708  0.0001284
16.030  0.9263862  0.0001283
16.050  0.9263770  0.0001294
16.070  0.9264401  0.0001288
16.090  0.9264836  0.0001292
16.110  0.9264732  0.0001292
16.130  0.9263608  0.0001301
16.150  0.9264675  0.0001291
16.170  0.9263213  0.0001282
16.190  0.9262843  0.0001265
16.210  0.9263886  0.0001272
16.230  0.9262815  0.0001279
16.250  0.9263805  0.0001266
16.270  0.9263379  0.0001264
16.290  0.9262718  0.0001271
16.310  0.9262703  0.0001285
16.330  0.9263667  0.0001250
16.350  0.9263392  0.0001271
16.370  0.9262001  0.0001288
16.390  0.9263193  0.0001291
16.410  0.9261586  0.0001302
16.430  0.9262135  0.0001282
16.450  0.9262267  0.0001283
16.470  0.9262290  0.0001307
16.490  0.9262246  0.0001280
16.510  0.9262922  0.0001262
16.530  0.9263540  0.0001311
16.550  0.9262240  0.0001268
16.570  0.9263562  0.0001294
16.590  0.9263165  0.0001277
16.610  0.9262917  0.0001279
16.630  0.9262824  0.0001292
16.650  0.9262818  0.0001287
16.670  0.9263391  0.0001276
16.690  0.9263224  0.0001295
16.710  0.9263393  0.0001276
16.730  0.9263811  0.0001297
16.750  0.9263385  0.0001269
16.770  0.9263590  0.0001277
16.790  0.9263702  0.0001258
16.810  0.9263430  0.0001286
16.830  0.9263680  0.0001291
16.850  0.9263205  0.0001296
16.870  0.9264438  0.0001265
16.890  0.9264545  0.0001281
16.910  0.9263575  0.0001287
16.930  0.9263879  0.0001308
16.950  0.9264429  0.0001262
16.970  0.9264306  0.0001287
16.990  0.9263270  0.0001269
17.010  0.9264333  0.0001302
17.030  0.9264290  0.0001289
17.050  0.9264038  0.0001291
17.070  0.9263175  0.0001293
